train/entropy_loss,time/iterations,time/total_timesteps,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,train/explained_variance,train/learning_rate,time/fps,time/time_elapsed,train/policy_loss,train/value_loss
-1.648631570579254e-23,4800,24000,4799,-3100.470703125,500.0,-35.43618392944336,0.0007,20,1175,-0.0,1.7117230892181396
-6.889772306680998e-24,4900,24500,4899,-3100.4892578125,500.0,-10.477197647094727,0.0007,20,1199,-0.0,3.7454686164855957
-3.177541192561098e-23,5000,25000,4999,-3100.514404296875,500.0,-38.55243682861328,0.0007,20,1223,-0.0,1.379279613494873
-6.739996808633021e-24,5100,25500,5099,-3100.509521484375,500.0,-10.52326488494873,0.0007,20,1246,-0.0,1.634314775466919
-2.4335516422621438e-23,5200,26000,5199,-3100.533935546875,500.0,-11.501102447509766,0.0007,20,1270,-0.0,2.15242338180542
-3.226563382105135e-20,5300,26500,5299,-3100.52685546875,500.0,-0.24662208557128906,0.0007,20,1294,-0.0,4.644930839538574
-4.451061829643071e-23,5400,27000,5399,-3100.5576171875,500.0,-674.014892578125,0.0007,20,1318,-0.0,2.8453218936920166
-1.6829941938385003e-23,5500,27500,5499,-3100.5517578125,500.0,-18.136316299438477,0.0007,20,1342,-0.0,0.9733379483222961
-5.054752073518016e-24,5600,28000,5599,-3100.570556640625,500.0,-2.2755300998687744,0.0007,20,1365,-0.0,0.7838983535766602
-7.964969778093553e-21,5700,28500,5699,-3100.56640625,500.0,-3.484860897064209,0.0007,20,1389,-0.0,3.8652520179748535
-1.6314624665721393e-24,5800,29000,5799,-3100.620849609375,500.0,-2.7052485942840576,0.0007,20,1413,-0.0,1.182026743888855
-4.122420641034006e-24,5900,29500,5899,-3100.6259765625,500.0,-2.0478463172912598,0.0007,20,1437,-0.0,1.0266278982162476
-2.710053345441943e-24,6000,30000,5999,-3100.6162109375,500.0,-3.155646324157715,0.0007,20,1461,-0.0,1.1914511919021606
-2.940844109038258e-23,6100,30500,6099,-3100.65771484375,500.0,-0.7072968482971191,0.0007,20,1484,-0.0,0.22072044014930725
-2.613781115556178e-23,6200,31000,6199,-3100.64599609375,500.0,-6.870010852813721,0.0007,20,1508,-0.0,2.4314770698547363
-4.715392841942258e-20,6300,31500,6299,-3100.642333984375,500.0,-1.4628572463989258,0.0007,20,1532,-0.0,10.347862243652344
-3.320202711411356e-22,6400,32000,6399,-3100.67724609375,500.0,-6.328263759613037,0.0007,20,1556,-0.0,1.253225564956665
-1.8260068820093262e-22,6500,32500,6499,-3100.6630859375,500.0,-791.3414916992188,0.0007,20,1580,-0.0,1.2310731410980225
-5.626290271716761e-22,6600,33000,6599,-3100.649169921875,500.0,-20.14164161682129,0.0007,20,1604,-0.0,1.1966392993927002
-1.5417001748337741e-21,6700,33500,6699,-3100.678466796875,500.0,0.3740538954734802,0.0007,20,1628,-0.0,4.268009185791016
-6.407846703608661e-22,6800,34000,6799,-3100.69287109375,500.0,-149.54856872558594,0.0007,20,1652,-0.0,4.669788360595703
-5.770588203628809e-23,6900,34500,6899,-3100.6376953125,500.0,-6.6941819190979,0.0007,20,1676,-0.0,1.8030869960784912
-1.2289660098133617e-23,7000,35000,6999,-3100.64404296875,500.0,-3.8147315979003906,0.0007,20,1704,-0.0,3.1044607162475586
-8.037829688216557e-20,7100,35500,7099,-3100.569580078125,500.0,-0.645362138748169,0.0007,20,1728,-0.0,8.757783889770508
-5.55233374143695e-23,7200,36000,7199,-3100.56591796875,500.0,-11.65733814239502,0.0007,20,1752,-0.0,2.4120755195617676
-4.1834513067285366e-22,7300,36500,7299,-3100.562255859375,500.0,-13.45758056640625,0.0007,20,1776,-0.0,0.3041920065879822
-3.844001556203804e-22,7400,37000,7399,-3100.52734375,500.0,-262.6271667480469,0.0007,20,1799,-0.0,0.6992285847663879
-1.1158572557338186e-21,7500,37500,7499,-3100.53369140625,500.0,-10.089977264404297,0.0007,20,1823,-0.0,1.2962076663970947
-2.3090649864189734e-21,7600,38000,7599,-3100.5478515625,500.0,-5.805349349975586,0.0007,20,1847,-0.0,0.762346088886261
-7.609209413274726e-22,7700,38500,7699,-3100.5615234375,500.0,-43.10896682739258,0.0007,20,1871,-0.0,0.6191439628601074
-5.586731106130462e-22,7800,39000,7799,-3100.565673828125,500.0,-27.573436737060547,0.0007,20,1895,-0.0,0.16612844169139862
-1.536914199898009e-21,7900,39500,7899,-3100.59326171875,500.0,-29.530054092407227,0.0007,20,1919,-0.0,1.7563221454620361
-1.2553683544294367e-21,8000,40000,7999,-3100.585205078125,500.0,-66.4913101196289,0.0007,20,1942,-0.0,3.5787646770477295
-4.852770174125627e-21,8100,40500,8099,-3100.60986328125,500.0,-49.23173904418945,0.0007,20,1966,-0.0,5.860767841339111
-5.392542278423773e-21,8200,41000,8199,-3100.61279296875,500.0,-3.6096677780151367,0.0007,20,1990,-0.0,3.749811887741089
-1.8722501304166128e-20,8300,41500,8299,-3100.615478515625,500.0,-4.177434921264648,0.0007,20,2014,-0.0,3.5905518531799316
-1.711707136658428e-20,8400,42000,8399,-3100.63623046875,500.0,-10.103257179260254,0.0007,20,2038,-0.0,8.558248519897461
-2.0457986006026334e-21,8500,42500,8499,-3100.616455078125,500.0,-51685.83203125,0.0007,20,2061,-0.0,2.9497087001800537
-5.4542997879346e-23,8600,43000,8599,-3100.640380859375,500.0,-1.8320214748382568,0.0007,20,2085,-0.0,4.751079559326172
-6.057986261054418e-22,8700,43500,8699,-3100.662109375,500.0,-5.321567058563232,0.0007,20,2109,-0.0,0.8561275601387024
-5.043938762659699e-22,8800,44000,8799,-3100.661865234375,500.0,-7.046613693237305,0.0007,20,2133,-0.0,0.9882396459579468
-5.366137251554403e-19,8900,44500,8899,-3100.676025390625,500.0,-1.3435959815979004,0.0007,20,2157,-0.0,10.908123970031738
-1.8204116746243236e-21,9000,45000,8999,-3100.656494140625,500.0,-4.451144695281982,0.0007,20,2180,-0.0,0.1960967481136322
-9.071377161758646e-21,9100,45500,9099,-3100.6572265625,500.0,-38.66364288330078,0.0007,20,2204,-0.0,0.43823474645614624
-1.3341416446578495e-19,9200,46000,9199,-3100.643798828125,500.0,-0.2261117696762085,0.0007,20,2228,-0.0,3.8293869495391846
-1.1278811620036186e-21,9300,46500,9299,-3100.655517578125,500.0,-2.9760961532592773,0.0007,20,2252,-0.0,1.466696858406067
-7.780843836798707e-22,9400,47000,9399,-3100.6435546875,500.0,-4.0081658363342285,0.0007,20,2276,-0.0,0.7181090116500854
-2.4626313902568698e-21,9500,47500,9499,-3100.60791015625,500.0,-0.990554690361023,0.0007,20,2300,-0.0,0.8338631391525269
-7.245910819863352e-22,9600,48000,9599,-3100.596923828125,500.0,-0.08360040187835693,0.0007,20,2328,-0.0,3.176037311553955
-2.4624267276787482e-19,9700,48500,9699,-3100.60888671875,500.0,0.13682103157043457,0.0007,20,2352,-0.0,5.215535640716553
-9.86027320599982e-21,9800,49000,9799,-3100.61328125,500.0,-39.83312225341797,0.0007,20,2376,-0.0,1.0181968212127686
-3.2241942851319946e-20,9900,49500,9899,-3100.617431640625,500.0,-46.81476974487305,0.0007,20,2399,-0.0,0.9773082733154297
-5.960688050981553e-20,10000,50000,9999,-3100.5810546875,500.0,-0.23439180850982666,0.0007,20,2423,-0.0,0.6221622228622437
-4.456507928433035e-19,10100,50500,10099,-3100.625,500.0,-1.3768937587738037,0.0007,20,2447,-0.0,2.7605090141296387
-1.8514000494911264e-21,10200,51000,10199,-3100.6689453125,500.0,-1.3611505031585693,0.0007,20,2471,-0.0,0.8518166542053223
-1.8733403286145636e-21,10300,51500,10299,-3100.6552734375,500.0,-0.8208268880844116,0.0007,20,2495,-0.0,3.281667709350586
-3.176721549672267e-20,10400,52000,10399,-3100.646240234375,500.0,-204.2715606689453,0.0007,20,2518,-0.0,2.0142385959625244
-2.2678193700081213e-20,10500,52500,10499,-3100.68603515625,500.0,-31.155330657958984,0.0007,20,2542,-0.0,3.0175633430480957
-2.6841154616164785e-20,10600,53000,10599,-3100.6943359375,500.0,-9.712451934814453,0.0007,20,2566,-0.0,0.6263837814331055
-2.4934852271050977e-20,10700,53500,10699,-3100.690673828125,500.0,-0.5803872346878052,0.0007,20,2590,-0.0,1.708778977394104
-1.25416930604834e-19,10800,54000,10799,-3100.664794921875,500.0,-29.141971588134766,0.0007,20,2614,-0.0,1.491011619567871
-1.0512781222839065e-19,10900,54500,10899,-3100.724365234375,500.0,-2.935084819793701,0.0007,20,2638,-0.0,2.2440314292907715
-6.38605534122929e-20,11000,55000,10999,-3100.762451171875,500.0,-3562.42919921875,0.0007,20,2662,-0.0,1.9197940826416016
-5.311653061804037e-20,11100,55500,11099,-3100.78564453125,500.0,-3397.9365234375,0.0007,20,2685,-0.0,0.45273804664611816
-1.215644532241419e-19,11200,56000,11199,-3100.79931640625,500.0,-16.568862915039062,0.0007,20,2713,-0.0,1.1157114505767822
-3.389149479664583e-19,11300,56500,11299,-3100.794677734375,500.0,-28.992525100708008,0.0007,20,2737,-0.0,4.874129295349121
-9.179984263664497e-19,11400,57000,11399,-3100.797607421875,500.0,-1.1582579612731934,0.0007,20,2761,-0.0,8.662252426147461
-3.1784873864096114e-20,11500,57500,11499,-3100.770263671875,500.0,-7.203049659729004,0.0007,20,2785,-0.0,0.9967446327209473
-3.1680206436039746e-20,11600,58000,11599,-3100.806640625,500.0,-4.6847968101501465,0.0007,20,2808,-0.0,0.2395133227109909
-6.626272468523811e-20,11700,58500,11699,-3100.8310546875,500.0,-21343592.0,0.0007,20,2832,-0.0,2.4407448768615723
-4.213873934484999e-18,11800,59000,11799,-3100.830322265625,500.0,-2.01674222946167,0.0007,20,2856,-0.0,6.4962897300720215
-1.6565659199324506e-19,11900,59500,11899,-3100.876220703125,500.0,-17.518735885620117,0.0007,20,2880,-0.0,0.627670407295227
-1.0820291690163276e-17,12000,60000,11999,-3100.8955078125,500.0,-1.8973956108093262,0.0007,20,2903,-0.0,11.014196395874023
-1.2534740865928832e-19,12100,60500,12099,-3100.9072265625,500.0,-139.10427856445312,0.0007,20,2927,-0.0,0.9035266041755676
-2.1173644577431314e-19,12200,61000,12199,-3100.925048828125,500.0,-35.50111770629883,0.0007,20,2951,-0.0,0.6080291867256165
-1.6616598015421287e-19,12300,61500,12299,-3100.9013671875,500.0,-404.0189514160156,0.0007,20,2975,-0.0,0.32635194063186646
-3.4243638508106725e-19,12400,62000,12399,-3100.8876953125,500.0,-24.928340911865234,0.0007,20,2998,-0.0,3.3325130939483643
-3.0347739315134433e-19,12500,62500,12499,-3100.89208984375,500.0,-46.05939483642578,0.0007,20,3022,-0.0,2.2241909503936768
-5.3462838828773645e-19,12600,63000,12599,-3100.8544921875,500.0,-0.7458158731460571,0.0007,20,3046,-0.0,0.28586432337760925
-4.9215315820280145e-21,12700,63500,12699,-3100.868408203125,500.0,-0.023766279220581055,0.0007,20,3070,-0.0,3.056655168533325
-9.873961914226579e-20,12800,64000,12799,-3100.8662109375,500.0,-9.780181884765625,0.0007,20,3094,-0.0,0.7348384857177734
-1.0401405230767921e-19,12900,64500,12899,-3100.90771484375,500.0,-4.203120231628418,0.0007,20,3122,-0.0,0.9014524221420288
-9.699028724308099e-20,13000,65000,12999,-3100.9521484375,500.0,-25.392126083374023,0.0007,20,3146,-0.0,3.5398223400115967
-3.853840289998238e-20,13100,65500,13099,-3101.0,500.0,-4.5903544425964355,0.0007,20,3170,-0.0,3.408663272857666
-3.773093245046284e-20,13200,66000,13199,-3101.014892578125,500.0,-3.3064661026000977,0.0007,20,3194,-0.0,0.9266443252563477
-2.10751950918889e-18,13300,66500,13299,-3101.022705078125,500.0,-9.911177635192871,0.0007,20,3218,-0.0,1.2009118795394897
-2.0208140237907755e-18,13400,67000,13399,-3101.032470703125,500.0,-0.6620239019393921,0.0007,20,3242,-0.0,1.4806751012802124
-7.61446831095426e-20,13500,67500,13499,-3100.98974609375,500.0,-10.788917541503906,0.0007,20,3266,-0.0,1.6035394668579102
-6.115709400893444e-18,13600,68000,13599,-3100.961181640625,500.0,0.5606914758682251,0.0007,20,3290,-0.0,3.584413528442383
-9.569226508610512e-19,13700,68500,13699,-3100.94873046875,500.0,-76.64801025390625,0.0007,20,3314,-0.0,1.780117392539978
-2.5810988146441278e-18,13800,69000,13799,-3100.96630859375,500.0,-17.913156509399414,0.0007,20,3338,-0.0,1.0740505456924438
-1.4291929429969237e-18,13900,69500,13899,-3100.9619140625,500.0,-18.737442016601562,0.0007,20,3361,-0.0,0.31215375661849976
-2.9804660811600373e-17,14000,70000,13999,-3100.956787109375,500.0,-0.9634666442871094,0.0007,20,3385,-0.0,5.558778762817383
-8.779388964811191e-19,14100,70500,14099,-3100.95556640625,500.0,-1849.0972900390625,0.0007,20,3412,-0.0,0.8225776553153992
-3.4131874206436776e-17,14200,71000,14199,-3100.948974609375,500.0,-3.232717514038086,0.0007,20,3436,-0.0,9.930684089660645
-1.6525491825766814e-18,14300,71500,14299,-3100.988037109375,500.0,-30.519113540649414,0.0007,20,3460,-0.0,1.2200920581817627
-5.000066920505412e-19,14400,72000,14399,-3101.01025390625,500.0,-11.861848831176758,0.0007,20,3483,-0.0,1.2246330976486206
-2.7741430206768797e-19,14500,72500,14499,-3100.98681640625,500.0,-2.269435167312622,0.0007,20,3507,-0.0,1.1008269786834717
-3.149910751938348e-19,14600,73000,14599,-3100.978759765625,500.0,-0.3927398920059204,0.0007,20,3535,-0.0,1.3197801113128662
-2.449495051271189e-19,14700,73500,14699,-3100.98291015625,500.0,-0.12483334541320801,0.0007,20,3558,-0.0,0.2752905786037445
-1.900305513147467e-17,14800,74000,14799,-3100.9580078125,500.0,-2.0673577785491943,0.0007,20,3582,-0.0,1.8964416980743408
-9.776534513728552e-18,14900,74500,14899,-3100.97412109375,500.0,-1.562697410583496,0.0007,20,3606,-0.0,1.8726651668548584
-2.517339112643081e-18,15000,75000,14999,-3100.953369140625,500.0,-54.86954116821289,0.0007,20,3630,-0.0,1.845672845840454
-3.8741293502135445e-18,15100,75500,15099,-3100.958984375,500.0,-39.59278869628906,0.0007,20,3654,-0.0,0.7639058828353882
-2.614539245267809e-17,15200,76000,15199,-3100.928955078125,500.0,-5.3056254386901855,0.0007,20,3682,-0.0,1.808243989944458
-1.561185532956551e-19,15300,76500,15299,-3100.92041015625,500.0,-3.1322216987609863,0.0007,20,3706,-0.0,2.737926483154297
-2.296944241694809e-17,15400,77000,15399,-3100.8974609375,500.0,-0.02922213077545166,0.0007,20,3730,-0.0,1.1018006801605225
-2.544616179163599e-17,15500,77500,15499,-3100.897216796875,500.0,-2.548070192337036,0.0007,20,3754,-0.0,3.152211904525757
-1.3041010038999436e-18,15600,78000,15599,-3100.88427734375,500.0,-1.346320629119873,0.0007,20,3778,-0.0,0.5765194296836853
-5.500466854219161e-17,15700,78500,15699,-3100.88427734375,500.0,-0.3935511112213135,0.0007,20,3802,-0.0,2.597708225250244
-3.9915964935203757e-19,15800,79000,15799,-3100.8701171875,500.0,-2.7473347187042236,0.0007,20,3825,-0.0,3.617581844329834
-6.215797531229325e-19,15900,79500,15899,-3100.8583984375,500.0,-0.19521498680114746,0.0007,20,3849,-0.0,0.3835339844226837
-2.5645743929832785e-17,16000,80000,15999,-3100.8564453125,500.0,-1.2628207206726074,0.0007,20,3873,-0.0,0.920197606086731
-2.5528440309793297e-19,16100,80500,16099,-3100.836669921875,500.0,-0.3099520206451416,0.0007,20,3897,-0.0,6.393946170806885
-4.338827672381137e-17,16200,81000,16199,-3100.832763671875,500.0,-21.134471893310547,0.0007,20,3921,-0.0,2.7223029136657715
-1.569009110587654e-18,16300,81500,16299,-3100.849609375,500.0,-4.4742021560668945,0.0007,20,3945,-0.0,1.0646475553512573
-3.007522166379912e-17,16400,82000,16399,-3100.835205078125,500.0,-4.08430814743042,0.0007,20,3969,-0.0,2.17742919921875
-1.933380619453614e-18,16500,82500,16499,-3100.842529296875,500.0,-2.758366346359253,0.0007,20,3993,-0.0,0.5839828848838806
-5.3307416347963453e-17,16600,83000,16599,-3100.861572265625,500.0,-1.675797700881958,0.0007,20,4016,-0.0,5.810488224029541
-1.3731642777959507e-18,16700,83500,16699,-3100.802734375,500.0,-1.0708868503570557,0.0007,20,4040,-0.0,1.260895013809204
-1.4889502488860714e-16,16800,84000,16799,-3100.768798828125,500.0,-0.571324348449707,0.0007,20,4064,-0.0,4.250421047210693
-8.469899338624476e-17,16900,84500,16899,-3100.773193359375,500.0,-2.7766237258911133,0.0007,20,4088,-0.0,5.214422225952148
-1.3605911738441753e-17,17000,85000,16999,-3100.761474609375,500.0,-43.60233688354492,0.0007,20,4112,-0.0,2.4361557960510254
-5.553541740170768e-17,17100,85500,17099,-3100.8173828125,500.0,-1.39300537109375,0.0007,20,4136,-0.0,0.60850989818573
-5.939154151152779e-17,17200,86000,17199,-3100.84033203125,500.0,0.1791706681251526,0.0007,20,4160,-0.0,2.548074722290039
-8.69684626584575e-18,17300,86500,17299,-3100.8486328125,500.0,-20.47373390197754,0.0007,20,4187,-0.0,1.2744522094726562
-4.2465933944867793e-17,17400,87000,17399,-3100.878662109375,500.0,-15.94638442993164,0.0007,20,4210,-0.0,1.569299340248108
-8.023159603863777e-17,17500,87500,17499,-3100.9091796875,500.0,-2.643887758255005,0.0007,20,4234,-0.0,2.173374652862549
-1.0360115398968388e-17,17600,88000,17599,-3100.904296875,500.0,-10.586296081542969,0.0007,20,4263,-0.0,0.5617860555648804
-1.3637848354711813e-17,17700,88500,17699,-3100.90771484375,500.0,-9.684296607971191,0.0007,20,4286,-0.0,1.3012410402297974
-2.5414922488622312e-17,17800,89000,17799,-3100.88818359375,500.0,-16.099040985107422,0.0007,20,4310,-0.0,1.3165063858032227
-2.103367600181272e-17,17900,89500,17899,-3100.88525390625,500.0,-0.2681996822357178,0.0007,20,4334,-0.0,0.37933582067489624
-3.767386158938884e-17,18000,90000,17999,-3100.867431640625,500.0,-12.179359436035156,0.0007,20,4361,-0.0,0.43376535177230835
-3.4685770888214534e-17,18100,90500,18099,-3100.86572265625,500.0,-812.9093017578125,0.0007,20,4384,-0.0,0.1101604700088501
-3.8474162140756345e-17,18200,91000,18199,-3100.85009765625,500.0,-14.301823616027832,0.0007,20,4408,-0.0,0.319158136844635
-2.60024076663534e-17,18300,91500,18299,-3100.82373046875,500.0,-3.574709415435791,0.0007,20,4432,-0.0,0.62946617603302
-1.186258260624419e-16,18400,92000,18399,-3100.81591796875,500.0,-18.860332489013672,0.0007,20,4456,-0.0,1.396153211593628
-2.1288063487802584e-16,18500,92500,18499,-3100.846923828125,500.0,-1.760848045349121,0.0007,20,4480,-0.0,1.8916919231414795
-6.283414281300936e-16,18600,93000,18599,-3100.811767578125,500.0,0.13509541749954224,0.0007,20,4503,-0.0,2.958129405975342
-1.4660652715358324e-15,18700,93500,18699,-3100.788330078125,500.0,-0.01837754249572754,0.0007,20,4527,-0.0,3.437175750732422
-4.102027700575377e-17,18800,94000,18799,-3100.781982421875,500.0,-30.816608428955078,0.0007,20,4551,-0.0,0.3124733865261078
-1.056491886662774e-16,18900,94500,18899,-3100.756591796875,500.0,-13.168818473815918,0.0007,20,4574,-0.0,2.1447432041168213
-8.928341362947085e-17,19000,95000,18999,-3100.796630859375,500.0,-42.159217834472656,0.0007,20,4598,-0.0,0.7125808000564575
-5.19216850046342e-16,19100,95500,19099,-3100.782470703125,500.0,-6.841938495635986,0.0007,20,4622,-0.0,5.308979511260986
-1.0080940122434394e-16,19200,96000,19199,-3100.80908203125,500.0,-96.0818099975586,0.0007,20,4646,-0.0,2.631364583969116
-1.0371369191202172e-16,19300,96500,19299,-3100.821533203125,500.0,-26.55560302734375,0.0007,20,4670,-0.0,1.277083396911621
-1.8693822593022336e-16,19400,97000,19399,-3100.886962890625,500.0,-41.581520080566406,0.0007,20,4694,-0.0,6.080586910247803
-6.168256711050366e-17,19500,97500,19499,-3100.940673828125,500.0,-10.69908332824707,0.0007,20,4718,-0.0,1.3427598476409912
-5.127401714338396e-16,19600,98000,19599,-3100.9091796875,500.0,0.8912082314491272,0.0007,20,4742,-0.0,0.22022119164466858
-6.348246580130474e-17,19700,98500,19699,-3100.895263671875,500.0,-1.9331960678100586,0.0007,20,4765,-0.0,0.25614333152770996
-2.01301433099986e-17,19800,99000,19799,-3100.889404296875,500.0,0.2874066233634949,0.0007,20,4793,-0.0,1.0658642053604126
-4.990348210052404e-17,19900,99500,19899,-3100.902099609375,500.0,-6.434229850769043,0.0007,20,4817,-0.0,1.8094637393951416
-1.0221555267914692e-15,20000,100000,19999,-3100.962890625,500.0,-5.112436294555664,0.0007,20,4841,-0.0,4.912928581237793
