time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_fraction,train/loss,train/clip_range,train/n_updates
142,1231.97,290816,11969,24,0.0,-0.028957928396994247,-0.934567928314209,1.4740028,2.1540579232259827e-07,-0.6159322918392718,0.0003,0.590576171875,-0.11012248694896698,0.2,1410
143,1231.97,292864,12017,24,0.0,-0.079793986279401,-2.2704083919525146,0.64800197,6.097996963938534e-07,-0.6746376966126263,0.0003,0.522998046875,-0.10049699991941452,0.2,1420
144,1231.66,294912,12098,24,0.0,-0.0735581238521263,-9.059576988220215,0.6003122,1.4339691811127153e-05,-0.6208664309233427,0.0003,0.48564453125,-0.12381895631551743,0.2,1430
145,1231.66,296960,12144,24,0.0,-0.07474841029033996,-6.104903697967529,1.0376343,1.538319228053808e-05,-0.6102028759196401,0.0003,0.505810546875,-0.11867658793926239,0.2,1440
146,1269.08,299008,12222,24,0.0,-0.0551988612904097,-6.4758429527282715,0.42742854,4.312861291566605e-06,-0.41665714657865466,0.0003,0.34697265625,-0.08159319311380386,0.2,1450
147,1269.08,301056,12267,24,0.0,-0.06891268860927084,0.32933539152145386,0.4344365,2.3859130402925645e-06,-0.5207311257719993,0.0003,0.378955078125,-0.10079354047775269,0.2,1460
148,1303.69,303104,12329,24,0.0,-0.03682942394807469,-3.5985569953918457,0.17129308,4.818869981883661e-05,-0.08597733181959484,0.0003,0.08916015625,-0.06946412473917007,0.2,1470
149,1262.03,305152,12422,24,0.0,-0.04841140630887821,-3.521732807159424,0.39537904,4.962761691873485e-08,-0.21726951148593798,0.0003,0.2453125,-0.07058998197317123,0.2,1480
150,1262.03,307200,12469,24,0.0,-0.08582129050046206,-34.718318939208984,0.6929418,9.760789168389294e-06,-0.8796130171045661,0.0003,0.61455078125,-0.13596919178962708,0.2,1490
151,1263.64,309248,12546,24,0.0,-0.07669303377333563,-12.863353729248047,0.585265,4.429966482715209e-05,-0.48798953024670483,0.0003,0.404736328125,-0.09751950949430466,0.2,1500
152,1233.49,311296,12663,24,0.0,-0.0631451116205426,-0.6044406890869141,0.5434961,1.933225479322509e-06,-0.3852836220059544,0.0003,0.325537109375,-0.08218324184417725,0.2,1510
153,1233.49,313344,12709,24,0.0,-0.075908807842643,-13.607128143310547,0.6756717,3.4589839270626754e-07,-0.7161553286015987,0.0003,0.549072265625,-0.11788594722747803,0.2,1520
154,1233.49,315392,12771,24,0.0,-0.0705484722100664,-2.777986764907837,0.5302561,1.7485933482358496e-05,-0.5183050634339452,0.0003,0.433544921875,-0.12050947546958923,0.2,1530
155,1236.19,317440,12880,24,0.0,-0.05754243711562594,-10.97387409210205,0.43446386,1.2959491436870253e-06,-0.3482955380342901,0.0003,0.30478515625,-0.10543569922447205,0.2,1540
156,1192.75,319488,12977,24,0.0,-0.07620913065038622,-8.369219779968262,0.4649523,6.245161961793144e-07,-0.63111373744905,0.0003,0.473388671875,-0.11432278901338577,0.2,1550
157,1192.75,321536,13022,24,0.0,-0.0789971475925995,-8.65903091430664,0.534035,1.2074195583611225e-05,-0.7227373016998172,0.0003,0.518994140625,-0.09358485788106918,0.2,1560
158,1201.25,323584,13100,24,0.0,-0.0541186672882759,-2.740948438644409,0.2551323,2.6841921997844408e-05,-0.21108091375790536,0.0003,0.188232421875,-0.06664316356182098,0.2,1570
159,1164.66,325632,13162,24,0.0,-0.03262923540023621,0.426003634929657,0.30276877,5.710649947365809e-07,-0.15063706318615006,0.0003,0.144921875,-0.05675187706947327,0.2,1580
160,1198.78,327680,13230,24,0.0,-0.07022971016558585,-5.595941543579102,0.5606111,2.2321930107871425e-06,-0.48481577606871723,0.0003,0.408544921875,-0.10772749036550522,0.2,1590
161,1194.22,329728,13308,24,0.0,-0.0676155090026441,-2.572936534881592,0.42883223,1.0463747711586536e-05,-0.40330966780893507,0.0003,0.376123046875,-0.10026083141565323,0.2,1600
162,1194.22,331776,13353,24,0.0,-0.07395016407535877,-1.097083330154419,0.7424047,0.0001241045165274457,-0.5063044776208698,0.0003,0.516162109375,-0.07851079106330872,0.2,1610
163,1231.74,333824,13415,24,0.0,0.016769689740613103,0.005324184894561768,0.4302858,3.8269022131665055e-06,-0.15934278359636664,0.0003,0.194287109375,-0.0787539854645729,0.2,1620
164,1231.74,335872,13460,24,0.0,-0.0591878423205344,-2.08111310005188,0.48135498,2.2843111350034916e-06,-0.4115525253582746,0.0003,0.353515625,-0.08814361691474915,0.2,1630
165,1233.22,337920,13570,24,0.0,-0.027474884205366833,-10.924605369567871,0.09697625,5.083505114751585e-07,-0.05205794214853086,0.0003,0.0548828125,-0.042941708117723465,0.2,1640
166,1233.48,339968,13663,24,0.0,-0.08323864748235792,-4.43674898147583,0.61391115,1.257274443133838e-06,-0.6707430936396122,0.0003,0.51669921875,-0.12776288390159607,0.2,1650
167,1233.48,342016,13709,24,0.0,-0.07458235586163937,-3.745698928833008,0.59934294,3.552559695751967e-07,-0.66851637205109,0.0003,0.5279296875,-0.05431641265749931,0.2,1660
168,1268.7,344064,13770,24,0.0,-0.07565656181395752,-24.17294692993164,0.7036992,1.1538952431888739e-07,-0.6270696157589555,0.0003,0.501953125,-0.10950832068920135,0.2,1670
169,1268.7,346112,13816,25,0.0,-0.06933589839027263,-3.69938325881958,0.54230964,6.228093424875958e-07,-0.49950510282069444,0.0003,0.43154296875,-0.13128474354743958,0.2,1680
170,1306.26,348160,13909,25,0.0,-0.023979762436647435,-3.013305187225342,0.16439472,0.000252508320896061,-0.11052698249695822,0.0003,0.096142578125,-0.03480037674307823,0.2,1690
171,1268.86,350208,14024,24,0.0,-0.05032068874279503,-2.518080472946167,0.24579862,1.7132824124033164e-05,-0.27729370356537403,0.0003,0.221240234375,-0.05280344933271408,0.2,1700
172,1268.86,352256,14069,25,0.0,-0.06716131688590395,-6.641397953033447,0.42178935,4.905369982655116e-07,-0.6595610577613116,0.0003,0.463037109375,-0.09359996020793915,0.2,1710
173,1306.61,354304,14131,25,0.0,-0.06872652528400067,-17.02991485595703,0.43739885,2.371493832864502e-07,-0.6811064030975104,0.0003,0.479443359375,-0.1113770455121994,0.2,1720
174,1302.1,356352,14257,24,0.0,-0.0667841831833357,-4.655629634857178,0.35824403,2.7322718272326795e-07,-0.4750219221226871,0.0003,0.382568359375,-0.10679761320352554,0.2,1730
175,1303.36,358400,14366,24,0.0,-0.07830500114359892,-8.338565826416016,0.5093466,5.502477684382612e-07,-0.666652272734791,0.0003,0.464892578125,-0.08920913934707642,0.2,1740
176,1304.11,360448,14444,24,0.0,-0.07139985148387495,-30.03548240661621,0.53155637,1.7983144459776668e-05,-0.7820021018385888,0.0003,0.522705078125,-0.07211117446422577,0.2,1750
177,1304.11,362496,14490,25,0.0,-0.08603336647065589,-16.94533348083496,0.5789182,1.8037105750501326e-05,-0.7390078762546182,0.0003,0.527783203125,-0.11522252857685089,0.2,1760
178,1345.75,364544,14568,25,0.0,-0.07075111258891412,-6.783690452575684,0.41539353,4.3535920500659134e-06,-0.4742823877371848,0.0003,0.36923828125,-0.09796588867902756,0.2,1770
179,1313.63,366592,14678,24,0.0,-0.07163268268341198,-9.198333740234375,0.5335517,1.0815736649494312e-05,-0.6090378732420504,0.0003,0.464794921875,-0.11120978742837906,0.2,1780
180,1291.42,368640,14740,25,0.0,-0.06944281194882933,-6.575978755950928,0.59689784,1.630935729863836e-05,-0.614130634162575,0.0003,0.4728515625,-0.10920888185501099,0.2,1790
181,1294.04,370688,14801,25,0.0,-0.04924828721123049,-1.6081044673919678,0.4768655,3.376226961187001e-05,-0.36043468038551507,0.0003,0.374951171875,-0.10376112163066864,0.2,1800
182,1330.95,372736,14864,25,0.0,-0.0822859629173763,-12.314536094665527,0.6601281,3.9878601366893914e-06,-0.7396535338833928,0.0003,0.562451171875,-0.09928946197032928,0.2,1810
183,1294.72,374784,14925,25,0.0,-0.07335129740240517,-6.3929901123046875,0.597842,9.18706055408336e-07,-0.585500993207097,0.0003,0.4369140625,-0.05670852214097977,0.2,1820
184,1311.36,376832,14987,25,0.0,-0.04912598849332426,-3.3491177558898926,0.52278775,5.8156587954716345e-06,-0.39383617509156466,0.0003,0.3544921875,-0.08546005189418793,0.2,1830
185,1259.4,378880,15107,25,0.0,0.006037239513534587,0.2138655185699463,0.89646137,4.602780500868979e-05,-0.04444821809156565,0.0003,0.069140625,-0.044880639761686325,0.2,1840
186,1185.3,380928,15238,24,0.0,-0.08603391618817113,-8.138230323791504,0.6044754,1.4831990948316332e-06,-0.7596886925399303,0.0003,0.583837890625,-0.11474253982305527,0.2,1850
187,1150.28,382976,15342,24,0.0,-0.08378458739898634,-24.30449867248535,0.6672114,1.4418541128868866e-05,-0.8295577654615045,0.0003,0.58408203125,-0.11397642642259598,0.2,1860
188,1150.28,385024,15401,24,0.0,-0.08578063790046145,-22.62318992614746,0.6228227,2.217899152388014e-05,-0.8034999959170819,0.0003,0.592626953125,-0.13066470623016357,0.2,1870
189,1149.98,387072,15484,24,0.0,-0.08221411708072993,-16.834688186645508,0.74854255,1.760978375608957e-06,-0.6951535551808774,0.0003,0.54755859375,-0.11760776489973068,0.2,1880
190,1149.98,389120,15532,25,0.0,-0.0799791264871601,-13.745196342468262,0.7425519,2.7768760552104865e-07,-0.7407684955745936,0.0003,0.5583984375,-0.11322881281375885,0.2,1890
191,1184.91,391168,15600,25,0.0,-0.07638653076137417,-43.235992431640625,0.850289,2.6411666230741205e-07,-0.6783581277355551,0.0003,0.55458984375,-0.0890205129981041,0.2,1900
192,1184.91,393216,15647,25,0.0,-0.08311602413014044,-26.812135696411133,0.71467125,7.241079412512175e-06,-0.6838790472596884,0.0003,0.54140625,-0.126699760556221,0.2,1910
193,1223.16,395264,15744,25,0.0,-0.07683801023231354,-4.34938907623291,0.6333096,3.744174191844252e-06,-0.6000190201215446,0.0003,0.497412109375,-0.11634702235460281,0.2,1920
194,1223.7,397312,15870,25,0.0,-0.06844275166367879,-4.895859241485596,0.51555705,5.267078300619232e-05,-0.40130752311088147,0.0003,0.3369140625,-0.07109201699495316,0.2,1930
195,1191.11,399360,15969,25,0.0,-0.08199230024620192,-32.09815216064453,0.79451084,0.00011448207113566866,-0.7446580715477467,0.0003,0.571728515625,-0.11269986629486084,0.2,1940
196,1191.11,401408,16026,25,0.0,-0.08981253808015026,-43.93893814086914,0.76532876,3.484916955898143e-06,-0.811598489806056,0.0003,0.597802734375,-0.11229008436203003,0.2,1950
197,1227.34,403456,16123,25,0.0,-0.0858597697748337,-30.385732650756836,0.833035,4.77518822705747e-07,-0.7023471362888813,0.0003,0.556103515625,-0.09667861461639404,0.2,1960
198,1226.38,405504,16189,25,0.0,-0.08441227591538336,-21.929828643798828,0.76377255,7.747678714975504e-08,-0.7299853753298521,0.0003,0.564111328125,-0.13373781740665436,0.2,1970
199,1226.38,407552,16259,25,0.0,-0.06638115634850691,-36.769046783447266,0.78644675,2.019667201716424e-06,-0.6481323466636241,0.0003,0.518310546875,-0.09679599851369858,0.2,1980
200,1261.24,409600,16323,25,0.0,-0.0877151631633751,-18.48024559020996,0.9679949,2.146195268792894e-06,-0.7800184931606055,0.0003,0.58466796875,-0.11986803263425827,0.2,1990
201,1261.24,411648,16372,25,0.0,-0.06112318918458186,-4.419740676879883,3.4096413,0.0002978805400148055,-0.3570363995619118,0.0003,0.613720703125,-0.07056296616792679,0.2,2000
202,1191.86,413696,16487,25,0.0,-0.06977553490723949,-2.2193617820739746,1.0108441,1.701413613908187e-06,-0.5091586108319461,0.0003,0.468994140625,-0.0988251194357872,0.2,2010
203,1191.86,415744,16551,25,0.0,-0.07460973554552766,-6.004951000213623,1.0216076,4.514026072266475e-07,-0.6498070207424462,0.0003,0.5056640625,-0.09747719764709473,0.2,2020
204,1192.36,417792,16652,25,0.0,-0.0869128629565239,-16.79507064819336,0.7511211,1.021134773682153e-07,-0.7899952244013548,0.0003,0.567822265625,-0.10049673169851303,0.2,2030
205,1190.29,419840,16719,25,0.0,-0.08530564233078622,-5.534358024597168,0.885687,2.258714039804488e-07,-0.7591776434332133,0.0003,0.586328125,-0.11558357626199722,0.2,2040
206,1190.29,421888,16770,25,0.0,-0.08055102585931309,-27.260196685791016,0.90472907,1.1381690523171172e-06,-0.6812716815620661,0.0003,0.5451171875,-0.12162942439317703,0.2,2050
207,1192.99,423936,16849,25,0.0,-0.05537945980177028,-0.7883298397064209,0.8403873,6.817107889722784e-05,-0.21751800475176425,0.0003,0.240087890625,-0.05853201821446419,0.2,2060
208,1192.99,425984,16895,25,0.0,-0.055088710456038824,-3.248793125152588,0.59204125,1.0352975329797064e-05,-0.2368017387809232,0.0003,0.249755859375,-0.07591404765844345,0.2,2070
209,1226.59,428032,16972,25,0.0,-1.6734932069084606e-05,1.1920928955078125e-07,0.0,4.997680776247621e-07,-3.4352371937984574e-05,0.0003,0.0,4.943507974530803e-06,0.2,2080
210,1226.59,430080,17040,25,0.0,-0.07272836845950223,-1.6571755409240723,0.9907263,0.00024097081877036964,-0.42540899459272624,0.0003,0.415869140625,-0.09961248189210892,0.2,2090
211,1226.76,432128,17141,25,0.0,-0.07398676611483097,-4.6371259689331055,0.9457494,4.922532326112616e-06,-0.5654979650862515,0.0003,0.509375,-0.10367089509963989,0.2,2100
212,1226.76,434176,17200,25,0.0,-0.08446416772494558,-29.653499603271484,0.9338117,7.678176578318485e-07,-0.6173173997551202,0.0003,0.5564453125,-0.11779782921075821,0.2,2110
213,1262.26,436224,17273,25,0.0,-0.05979417388443835,-4.956835746765137,0.66495204,4.463532994880559e-08,-0.38938533305190504,0.0003,0.35576171875,-0.09572629630565643,0.2,2120
214,1262.26,438272,17318,25,0.0,-0.06375682327634422,-1.5420477390289307,3.6235085,1.6334688690000654e-07,-0.28835915084928276,0.0003,0.479248046875,-0.08805187046527863,0.2,2130
215,1297.11,440320,17396,25,0.0,1.2252027227077633e-05,5.960464477539063e-08,0.0,1.591631759280737e-09,-0.0002866867730517697,0.0003,0.0,1.8384348550171126e-06,0.2,2140
216,1297.11,442368,17468,25,0.0,-0.06599835580709623,-0.4769880771636963,1.0804695,1.2496147392959677e-07,-0.35175500162877144,0.0003,0.38974609375,-0.09123430401086807,0.2,2150
217,1294.41,444416,17584,25,0.009999999776482582,-0.0788448071689345,-10.882965087890625,0.9479674,6.72500445639268e-07,-0.698900138400495,0.0003,0.569580078125,-0.1325528621673584,0.2,2160
218,1291.51,446464,17686,25,0.03999999910593033,-0.024059865630988497,0.0019981861114501953,1.6135424,0.0028642420892992957,-0.68047110196203,0.0003,0.56396484375,-0.06230662390589714,0.2,2170
219,1293.58,448512,17799,25,0.07999999821186066,-0.0650512266845908,-0.036997199058532715,0.6999132,0.01140857305508689,-1.0279433995485305,0.0003,0.63994140625,-0.08639571815729141,0.2,2180
220,1257.48,450560,17894,25,0.10000000149011612,-0.07327497872756794,-0.034737467765808105,0.58867097,0.01033747636101907,-1.0785917842760682,0.0003,0.619677734375,-0.09164334088563919,0.2,2190
221,1257.48,452608,17965,25,0.10000000149011612,-0.08931794437521604,-0.8158552646636963,0.6632957,0.004781564758741297,-1.116168630309403,0.0003,0.63427734375,-0.11120617389678955,0.2,2200
222,1258.81,454656,18065,25,0.10999999940395355,-0.10534759375441353,-10.329022407531738,0.59866774,0.0014819765993706823,-1.1117585938423873,0.0003,0.66689453125,-0.14448592066764832,0.2,2210
223,1258.81,456704,18143,25,0.10999999940395355,-0.07455161032557953,-0.24077796936035156,0.5578582,0.004001319251801761,-1.0329768545925617,0.0003,0.6166015625,-0.1007857471704483,0.2,2220
224,1263.97,458752,18258,25,0.11999999731779099,-0.10353798226860818,-30.51211166381836,0.80060786,0.0007010945682850434,-1.0043441209942103,0.0003,0.63037109375,-0.14012236893177032,0.2,2230
225,1227.4,460800,18358,25,0.12999999523162842,-0.060986758035141975,-0.059814453125,0.4853133,0.003563185735310981,-1.08380923345685,0.0003,0.617138671875,-0.06156901642680168,0.2,2240
226,1227.4,462848,18429,25,0.12999999523162842,-0.07671943694294896,-0.21738266944885254,0.53579473,0.003786536868028634,-1.064180289953947,0.0003,0.62490234375,-0.04940182343125343,0.2,2250
227,1261.44,464896,18562,25,0.14000000059604645,-0.10781153797870502,-17.876541137695312,0.6528214,0.0004524503372522304,-1.0682497074827553,0.0003,0.6474609375,-0.1306895911693573,0.2,2260
228,1189.55,466944,18685,24,0.14000000059604645,-0.06080938171944581,-0.055867910385131836,0.47579667,0.0033327888876556245,-1.0896879957988859,0.0003,0.617529296875,-0.09684102982282639,0.2,2270
229,1189.33,468992,18803,24,0.14000000059604645,-0.10368855107517447,-17.010892868041992,0.6193939,0.000586623067306391,-1.0916039129719137,0.0003,0.652880859375,-0.1288454681634903,0.2,2280
230,1156.79,471040,18911,24,0.15000000596046448,-0.05572193902626168,-0.05687391757965088,0.45385194,0.0035041700186411616,-1.107228817231953,0.0003,0.605517578125,-0.07584252953529358,0.2,2290
231,1156.79,473088,18985,24,0.15000000596046448,-0.10067632716381922,-21.106151580810547,0.61391664,0.0005328334909563637,-1.0676214838400484,0.0003,0.641943359375,-0.12223945558071136,0.2,2300
232,1191.12,475136,19102,24,0.15000000596046448,-0.10512641660898225,-30.688919067382812,0.6165502,0.00012106245430345552,-1.0680205576121806,0.0003,0.64140625,-0.1234808936715126,0.2,2310
233,1188.44,477184,19236,24,0.15000000596046448,-0.09517258904816117,-15.987403869628906,0.67305624,4.93331012961562e-05,-1.0375728765502572,0.0003,0.63173828125,-0.12024377286434174,0.2,2320
234,1150.41,479232,19338,24,0.15000000596046448,-0.08406117442937103,-7.394369125366211,0.72550094,3.0323835471790516e-05,-0.9303409636020661,0.0003,0.5892578125,-0.12035610526800156,0.2,2330
235,1150.41,481280,19424,24,0.15000000596046448,-0.08579032861453015,-6.340677261352539,0.7430054,1.3850945407511972e-05,-0.8447734436020256,0.0003,0.590185546875,-0.13520275056362152,0.2,2340
236,1181.59,483328,19529,24,0.15000000596046448,-0.08708886852837168,-42.18032455444336,0.7013787,5.497360172057597e-06,-0.9159389486536383,0.0003,0.602783203125,-0.07673629373311996,0.2,2350
237,1181.59,485376,19608,24,0.15000000596046448,-0.07967031564185163,-5.277237892150879,0.73744214,8.45841142549375e-06,-0.8220638344064355,0.0003,0.57705078125,-0.09574543684720993,0.2,2360
238,1215.55,487424,19702,24,0.15000000596046448,-0.08489653932047077,-35.085697174072266,0.787514,7.767326363961047e-06,-0.817960474640131,0.0003,0.583984375,-0.11257200688123703,0.2,2370
239,1163.51,489472,19829,24,0.15000000596046448,-0.08887692367716227,-5.396072864532471,0.98018396,2.9185159890232625e-05,-0.7082908442243934,0.0003,0.565673828125,-0.12093954533338547,0.2,2380
240,1163.51,491520,19904,24,0.15000000596046448,-0.08261154257925227,-6.392707347869873,0.8102009,6.7170526691029405e-06,-0.7371267566457391,0.0003,0.56494140625,-0.11162765324115753,0.2,2390
241,1199.74,493568,19988,24,0.15000000596046448,-0.08092424767673947,-18.901214599609375,0.76879376,4.327837518758315e-06,-0.6492393521592021,0.0003,0.5373046875,-0.11734554171562195,0.2,2400
242,1199.74,495616,20042,24,0.15000000596046448,-0.08059368056128732,-30.63576316833496,0.8316206,9.511883141044563e-06,-0.8122604066506028,0.0003,0.529833984375,-0.1169479712843895,0.2,2410
243,1200.97,497664,20124,24,0.15000000596046448,-0.04936702085833531,-2.176900625228882,0.16513667,1.640894005561222e-06,-1.2534356128424406,0.0003,0.446484375,-0.08257909119129181,0.2,2420
244,1198.7,499712,20226,24,0.15000000596046448,-0.04734601296222536,-1.1482179164886475,0.3823168,8.428095892520915e-07,-1.2091283677145839,0.0003,0.414697265625,-0.06293804943561554,0.2,2430
245,1198.7,501760,20301,24,0.15000000596046448,-0.07884745030023624,-4.2350382804870605,0.6662388,8.175992901726658e-06,-0.6261921984143555,0.0003,0.50673828125,-0.08998697251081467,0.2,2440
246,1239.77,503808,20429,24,0.1599999964237213,-0.09042366283829324,-16.03212547302246,0.7944716,8.560534396906405e-05,-0.7298078125342726,0.0003,0.57529296875,-0.1218046098947525,0.2,2450
247,1239.77,505856,20511,24,0.1599999964237213,-0.03090548815089278,-0.01119375228881836,0.4789554,0.002613419207585821,-0.8954735096544028,0.0003,0.5919921875,-0.08321713656187057,0.2,2460
248,1274.98,507904,20604,24,0.1599999964237213,-0.09091689302877057,-27.290992736816406,0.6831994,0.0006826275561479633,-0.8551354935392738,0.0003,0.590234375,-0.13656280934810638,0.2,2470
249,1274.6,509952,20709,24,0.1599999964237213,-0.0923266845435137,-40.30408477783203,1.2045902,0.0001233921918355918,-0.8188213182613253,0.0003,0.60693359375,-0.11938188970088959,0.2,2480
250,1274.6,512000,20790,24,0.1599999964237213,-0.09216403373866341,-18.78434944152832,0.75827324,2.3630834023435908e-05,-0.8972305679693818,0.0003,0.604443359375,-0.11777932196855545,0.2,2490
251,1237.9,514048,20939,24,0.1599999964237213,-0.07991888104006648,-39.824729919433594,0.655191,9.507241431805369e-06,-0.8034934027120471,0.0003,0.56826171875,-0.1203940212726593,0.2,2500
252,1199.96,516096,21024,24,0.1599999964237213,-0.08040952029987239,-8.215814590454102,0.6652998,4.7037152942408514e-06,-0.8713888313621283,0.0003,0.580419921875,-0.09782115370035172,0.2,2510
253,1199.96,518144,21104,24,0.1599999964237213,-0.06853567737562116,-29.26713752746582,0.77423203,5.418569038084797e-06,-0.7217477072030306,0.0003,0.543994140625,-0.08932624012231827,0.2,2520
254,1235.98,520192,21244,24,0.17000000178813934,-0.07958284450287464,-32.7056770324707,0.802698,5.764764353521912e-06,-0.6957013517618179,0.0003,0.56318359375,-0.11401409655809402,0.2,2530
255,1234.26,522240,21362,24,0.17000000178813934,-0.03518334210239118,-0.0019968748092651367,0.48916295,0.0036293542199530293,-1.0478014208376407,0.0003,0.638330078125,-0.054857246577739716,0.2,2540
256,1234.26,524288,21429,24,0.17000000178813934,-0.09141669689270202,-34.43240737915039,0.772895,0.0006463967164563655,-0.9297511929646134,0.0003,0.60595703125,-0.1314280480146408,0.2,2550
257,1233.53,526336,21543,24,0.17000000178813934,-0.09567883693234762,-20.553787231445312,0.8752576,6.910278799523439e-05,-0.9287044962868094,0.0003,0.614306640625,-0.13237138092517853,0.2,2560
258,1163.57,528384,21665,24,0.1899999976158142,-0.08731521554727806,-28.543983459472656,0.86853504,2.0046676853269217e-05,-0.8511571520939469,0.0003,0.599169921875,-0.10765299946069717,0.2,2570
259,1124.1,530432,21797,24,0.1899999976158142,-0.044389720089384355,-0.0004985332489013672,0.46015012,0.00535452789140436,-1.0419976202771069,0.0003,0.670947265625,-0.031316064298152924,0.2,2580
260,1124.1,532480,21868,24,0.1899999976158142,-0.10344408431556076,-13.988785743713379,0.69521487,0.0011200100835594639,-1.1076472591608764,0.0003,0.657763671875,-0.13114619255065918,0.2,2590
261,1162.31,534528,21964,24,0.1899999976158142,-0.09854203921277076,-10.871715545654297,0.61783767,0.00019407624937457514,-0.9623926909640431,0.0003,0.6083984375,-0.09561166912317276,0.2,2600
262,1053.4,536576,22109,24,0.1899999976158142,-0.09340230017260183,-16.889429092407227,0.69661736,6.874915709431662e-05,-1.0177204232662915,0.0003,0.6259765625,-0.11022798717021942,0.2,2610
263,948.08,538624,22242,24,0.18000000715255737,-0.08952152495621704,-13.77368450164795,0.63329697,3.374227745780445e-05,-1.0123731253668666,0.0003,0.612890625,-0.1197701022028923,0.2,2620
264,949.79,540672,22361,24,0.18000000715255737,-0.09003719888423803,-14.752910614013672,0.7598342,2.7516564981056035e-05,-0.9237755889073014,0.0003,0.605615234375,-0.10841206461191177,0.2,2630
265,949.79,542720,22434,24,0.18000000715255737,-0.03445064953848487,-0.014162898063659668,0.47864932,0.0028526259653858686,-1.0073167685419322,0.0003,0.6197265625,-0.07341936230659485,0.2,2640
266,982.56,544768,22548,24,0.15000000596046448,-0.10066347284882796,-16.070302963256836,0.6490743,0.0005857653485463743,-0.9961293144151568,0.0003,0.621484375,-0.1299138069152832,0.2,2650
267,979.7,546816,22676,24,0.10999999940395355,-0.09750068627909059,-18.680002212524414,0.6933406,9.948464105491439e-05,-1.0365719113498926,0.0003,0.63154296875,-0.1115986630320549,0.2,2660
268,910.24,548864,22799,24,0.09000000357627869,-0.09181143797904952,-16.889068603515625,0.7035297,3.739701830340891e-05,-0.9050481239333749,0.0003,0.608056640625,-0.09939347207546234,0.2,2670
269,910.24,550912,22870,24,0.09000000357627869,-0.0867646564176539,-24.466766357421875,0.7029523,1.3023474905793365e-05,-0.9321767659857869,0.0003,0.598193359375,-0.13203880190849304,0.2,2680
270,942.29,552960,22990,24,0.07999999821186066,-0.09030010546557606,-32.31785583496094,0.8176013,3.7740147410758596e-06,-0.8511768907308579,0.0003,0.602734375,-0.12967944145202637,0.2,2690
271,942.29,555008,23061,24,0.07999999821186066,-0.07584393329161684,-17.644174575805664,0.7019834,3.740670970842075e-06,-0.9186271274462342,0.0003,0.60712890625,-0.09649579226970673,0.2,2700
272,979.64,557056,23153,24,0.07999999821186066,-0.07957641070242971,-35.896846771240234,0.885326,4.181908219891284e-06,-0.7566882934421301,0.0003,0.57275390625,-0.11081711202859879,0.2,2710
273,944.34,559104,23274,24,0.07000000029802322,-0.07840612034196966,-38.24415588378906,0.7737014,1.2898306772157753e-05,-0.8444622427225112,0.0003,0.583056640625,-0.10770541429519653,0.2,2720
274,944.34,561152,23348,24,0.07000000029802322,-0.0903228287876118,-36.821407318115234,0.8268516,1.0857903138550285e-05,-0.806943842023611,0.0003,0.5978515625,-0.11164828389883041,0.2,2730
275,978.85,563200,23430,24,0.05999999865889549,-0.08687879522622097,-25.274274826049805,0.60082555,1.1479327623042934e-05,-0.7920564835891127,0.0003,0.572119140625,-0.11562373489141464,0.2,2740
276,982.61,565248,23522,24,0.07000000029802322,-0.0829710006393725,-23.176349639892578,0.786744,7.151724821241601e-06,-0.7615275692194701,0.0003,0.58798828125,-0.11743319034576416,0.2,2750
277,982.61,567296,23599,24,0.07000000029802322,-0.03005805730863358,-0.011920332908630371,0.5193813,0.003117391974956263,-0.8513330115005374,0.0003,0.577783203125,-0.0518375039100647,0.2,2760
278,1018.38,569344,23717,24,0.09000000357627869,-0.09933960008274881,-21.70093536376953,0.70762146,0.0006052273560726463,-1.0234319057315588,0.0003,0.626513671875,-0.13387778401374817,0.2,2770
279,1018.38,571392,23803,24,0.09000000357627869,-0.04973033301794203,-0.016513824462890625,0.47662386,0.005237409989058505,-1.053317916020751,0.0003,0.630615234375,-0.05243941396474838,0.2,2780
280,1051.72,573440,23899,23,0.09000000357627869,-0.10085539705323754,-11.103561401367188,0.8419776,0.0012161402403307875,-0.998952766507864,0.0003,0.639453125,-0.1419144570827484,0.2,2790
281,1012.94,575488,24042,23,0.10000000149011612,-0.06040886293048971,-0.03848278522491455,0.61204547,0.003475730108038988,-1.0173314515501262,0.0003,0.61318359375,-0.061987705528736115,0.2,2800
282,1012.06,577536,24145,23,0.10000000149011612,-0.07243845537304879,-0.3507554531097412,0.7280843,0.0031941846707923107,-1.0404155865311622,0.0003,0.621337890625,-0.08666415512561798,0.2,2810
283,1012.06,579584,24222,23,0.10000000149011612,-0.100837202159164,-15.4443359375,0.6578985,0.000686516245036728,-1.001802765019238,0.0003,0.630517578125,-0.12511402368545532,0.2,2820
284,1048.91,581632,24321,23,0.10999999940395355,-0.0975169860641472,-19.160465240478516,0.6080612,0.0001218511078945994,-1.091557606495917,0.0003,0.636328125,-0.14242129027843475,0.2,2830
285,1048.91,583680,24392,23,0.10999999940395355,-0.04459970395255368,-0.025602102279663086,0.62982965,0.003216883869549747,-1.0497991893440486,0.0003,0.61572265625,-0.12371352314949036,0.2,2840
