time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/value_loss,train/entropy_loss,train/learning_rate,train/clip_fraction,train/loss,train/clip_range,train/n_updates
13,667.8205128205128,26624,1422,18,0.6153846383094788,-0.09369953345012619,-0.1706218719482422,0.16651338,0.009198670134355779,-2.0220328364521265,0.0003,0.63310546875,-0.12275199592113495,0.2,120
14,665.4761904761905,28672,1518,18,0.6428571343421936,-0.09488542690814938,-0.0825570821762085,0.17686889,0.00737789410231926,-1.963239248096943,0.0003,0.648583984375,-0.11604659259319305,0.2,130
15,664.5434782608696,30720,1628,18,0.6739130616188049,-0.09218638178717811,-0.2624419927597046,0.1629715,0.008250026836321922,-1.9988336812704801,0.0003,0.63837890625,-0.13124705851078033,0.2,140
16,658.2244897959183,32768,1727,18,0.6734693646430969,-0.09158411949174479,-0.199601411819458,0.1765097,0.008183051538799191,-1.9752827230840921,0.0003,0.647509765625,-0.12778660655021667,0.2,150
17,655.38,34816,1793,19,0.6600000262260437,-0.09411365022242535,-0.372336745262146,0.1868837,0.006284882824911619,-1.9342962488532067,0.0003,0.66123046875,-0.1412631720304489,0.2,160
18,718.8627450980392,36864,1863,19,0.6470588445663452,-0.09890122764045373,-6.455066204071045,0.16096038,0.0014026242618456308,-1.992428184300661,0.0003,0.57919921875,-0.1295328140258789,0.2,170
19,714.0,38912,1960,19,0.6666666865348816,-0.054650965257314964,-1.1539669036865234,0.07238935,0.00041470745277365494,-2.1125302631407976,0.0003,0.3849609375,-0.07328582555055618,0.2,180
20,712.1754385964912,40960,2054,19,0.6842105388641357,-0.07886607645195909,-0.048099517822265625,0.20377645,0.007976886007600114,-1.8530883476138116,0.0003,0.664013671875,-0.09394374489784241,0.2,190
21,703.016393442623,43008,2171,19,0.7049180269241333,-0.08503102403483354,-0.12012910842895508,0.20790571,0.008841816839412786,-1.8584219072014094,0.0003,0.65908203125,-0.10346122086048126,0.2,200
22,690.4307692307692,45056,2288,19,0.7230769395828247,-0.08998863085580525,-0.1636052131652832,0.21447496,0.006663352679242962,-1.8560898121446372,0.0003,0.661376953125,-0.10393204540014267,0.2,210
23,681.6716417910447,47104,2407,19,0.7014925479888916,-0.08524409791280049,-0.04980659484863281,0.23499745,0.009824116891832092,-1.7647824116051196,0.0003,0.66435546875,-0.12428729981184006,0.2,220
24,681.6716417910447,49152,2470,19,0.7014925479888916,-0.11239586341689574,-5.184756278991699,0.28096092,0.0024116024613249467,-1.7368747178465127,0.0003,0.687109375,-0.13568320870399475,0.2,230
25,725.1142857142858,51200,2592,19,0.6714285612106323,-0.11299881694430951,-7.975107192993164,0.26802295,0.001043023662896303,-1.693935477361083,0.0003,0.689892578125,-0.15721102058887482,0.2,240
26,719.6438356164383,53248,2701,19,0.6849315166473389,-0.08119483662740094,-0.20347058773040771,0.23750639,0.0035638746916447418,-1.7125919073820115,0.0003,0.672509765625,-0.07976912707090378,0.2,250
27,719.6438356164383,55296,2763,20,0.6849315166473389,-0.07148787521582563,-0.1526503562927246,0.20245238,0.00656535682901449,-1.7140315983444452,0.0003,0.653955078125,-0.10318196564912796,0.2,260
28,763.972972972973,57344,2848,20,0.6756756901741028,-0.11230976588558406,-18.0802001953125,0.25441694,0.0009667543113209831,-1.729910385608673,0.0003,0.672705078125,-0.1317151039838791,0.2,270
29,763.972972972973,59392,2902,20,0.6756756901741028,-0.11414070125902072,-23.168052673339844,0.31011325,0.0004298660328004189,-1.6587994564324617,0.0003,0.687890625,-0.1575334370136261,0.2,280
30,802.6184210526316,61440,2997,20,0.6578947305679321,-0.11224435427575372,-31.409732818603516,0.28346714,0.00026472576330434096,-1.6115423418581485,0.0003,0.692333984375,-0.1156545877456665,0.2,290
31,802.6184210526316,63488,3054,20,0.6578947305679321,-0.10971069052466191,-15.351348876953125,0.29128897,0.00018021774343424113,-1.6254779756069184,0.0003,0.686474609375,-0.14871655404567719,0.2,300
32,838.9487179487179,65536,3157,20,0.6410256624221802,-0.10570087305095513,-23.650110244750977,0.31736302,8.770858478328592e-05,-1.5379179462790489,0.0003,0.679248046875,-0.13911226391792297,0.2,310
33,822.560975609756,67584,3273,20,0.6341463327407837,-0.10191709046193864,-11.18570327758789,0.33653712,5.7016975722490316e-05,-1.5273066099733115,0.0003,0.673095703125,-0.14266711473464966,0.2,320
34,814.5180722891566,69632,3348,20,0.6265060305595398,-0.04609889661660418,-0.0054759979248046875,0.20171453,0.006328185634720285,-1.5553036965429783,0.0003,0.68603515625,-0.07460304349660873,0.2,330
35,852.4404761904761,71680,3429,20,0.6190476417541504,-0.11110824085917556,-15.025350570678711,0.32854903,0.0011487891923934513,-1.5305203545838595,0.0003,0.68154296875,-0.14767038822174072,0.2,340
36,825.1460674157304,73728,3574,20,0.5955055952072144,-0.11067017478635535,-13.603235244750977,0.32174683,0.00031636614771741735,-1.5112132344394922,0.0003,0.676123046875,-0.14077001810073853,0.2,350
37,809.1827956989247,75776,3701,20,0.5806451439857483,-0.06306120681110769,-0.050365328788757324,0.23364273,0.003104537473564051,-1.6652609288692475,0.0003,0.656787109375,-0.05315804108977318,0.2,360
38,809.1827956989247,77824,3764,20,0.5806451439857483,-0.08170303126971704,-0.30867207050323486,0.26439714,0.0036498779864814423,-1.6906094539910554,0.0003,0.66259765625,-0.11296065151691437,0.2,370
39,839.7473684210527,79872,3862,20,0.5789473652839661,-0.1157960351993097,-17.003406524658203,0.31129387,0.000578783716309772,-1.6190843410789966,0.0003,0.695166015625,-0.14670856297016144,0.2,380
40,818.26,81920,4011,20,0.5600000023841858,-0.06880153685779078,-0.03973090648651123,0.2653606,0.0028417347652066383,-1.6305195476859808,0.0003,0.66220703125,-0.12097185850143433,0.2,390
41,816.86,83968,4096,20,0.5699999928474426,-0.08425648063857807,-0.16341948509216309,0.30399922,0.0032217558398770054,-1.691374922171235,0.0003,0.667041015625,-0.07951612770557404,0.2,400
42,816.86,86016,4152,20,0.5699999928474426,-0.0733439628558699,0.12235969305038452,0.22894648,0.0027272489984170533,-1.7670110795646905,0.0003,0.5953125,-0.07476194202899933,0.2,410
43,851.03,88064,4298,20,0.6000000238418579,-0.10178887203510385,-3.954400062561035,0.2955977,0.00061304527662287,-1.6219205945730208,0.0003,0.639208984375,-0.1321629136800766,0.2,420
44,849.91,90112,4412,20,0.5899999737739563,-0.07050447881410946,-0.008951187133789062,0.27872992,0.011044132828101284,-1.6469249315559864,0.0003,0.68857421875,-0.07826408743858337,0.2,430
45,849.91,92160,4470,20,0.5899999737739563,-0.11367701835697516,-10.16353702545166,0.32535055,0.0011492314522911328,-1.693709921091795,0.0003,0.693310546875,-0.13643351197242737,0.2,440
46,887.34,94208,4556,20,0.5899999737739563,-0.10230811949004419,-13.960357666015625,0.2499463,0.0003082751179135812,-1.6831149246543646,0.0003,0.619970703125,-0.13884666562080383,0.2,450
47,857.56,96256,4690,20,0.6299999952316284,-0.054289277891803066,0.002494215965270996,0.21880698,0.00514895428877935,-1.7683761067688466,0.0003,0.6095703125,-0.05411709100008011,0.2,460
48,855.71,98304,4759,20,0.6299999952316284,-0.07700673417421058,-0.1750657558441162,0.27458686,0.009888096130816848,-1.6827343635261058,0.0003,0.67421875,-0.08645903319120407,0.2,470
49,890.56,100352,4829,20,0.6200000047683716,-0.11505064547527581,-8.554656028747559,0.3515784,0.001670914189071482,-1.634003047272563,0.0003,0.711328125,-0.1324974000453949,0.2,480
50,890.56,102400,4900,20,0.6200000047683716,-0.11202491136500611,-12.732735633850098,0.3402514,0.0005304027897182096,-1.5910151470452547,0.0003,0.698779296875,-0.1600462794303894,0.2,490
51,890.56,104448,4976,20,0.6200000047683716,-0.11330581602524034,-10.396812438964844,0.42031783,0.00025718255221818254,-1.5227851942181587,0.0003,0.714013671875,-0.14181602001190186,0.2,500
52,891.04,106496,5042,21,0.6200000047683716,-0.09327410612022505,-0.9482576847076416,0.21617526,5.589117783415532e-05,-1.8056957807391882,0.0003,0.5748046875,-0.14337030053138733,0.2,510
53,891.04,108544,5116,21,0.6200000047683716,-0.05185092194878962,-0.00814807415008545,0.31130177,0.002595079303409875,-1.5188339978456498,0.0003,0.66494140625,-0.10534057766199112,0.2,520
54,924.95,110592,5200,21,0.6100000143051147,-0.10509560712816893,-7.104058265686035,0.42285797,0.0006219173231784225,-1.4890710964798928,0.0003,0.698388671875,-0.13971644639968872,0.2,530
55,924.95,112640,5253,21,0.6100000143051147,-0.09696004765864927,-1.9232544898986816,0.28747147,9.615260047439733e-05,-1.6481840346008538,0.0003,0.618994140625,-0.13446785509586334,0.2,540
56,960.24,114688,5330,21,0.6000000238418579,-0.10170187040203019,-1.060779333114624,0.30667624,3.6621727144847685e-05,-1.5633365284651517,0.0003,0.605419921875,-0.13216817378997803,0.2,550
57,960.24,116736,5382,21,0.6000000238418579,-0.10505894734233152,-8.81832218170166,0.45494345,3.4053210106321786e-05,-1.4291602931916714,0.0003,0.694921875,-0.13680057227611542,0.2,560
58,992.71,118784,5461,21,0.5799999833106995,-0.09719325018231757,-25.284408569335938,0.39840508,1.1741861176517431e-05,-1.3574329156428575,0.0003,0.63408203125,-0.12347583472728729,0.2,570
59,992.71,120832,5520,21,0.5799999833106995,-0.09258085326873697,-3.6969470977783203,0.44241035,8.359390742995742e-06,-1.339790903031826,0.0003,0.66923828125,-0.13157804310321808,0.2,580
60,1030.84,122880,5612,21,0.5699999928474426,-0.0919827335877926,-39.45045471191406,0.4217429,8.908648736039027e-06,-1.3444507304579019,0.0003,0.673583984375,-0.14190806448459625,0.2,590
61,1030.84,124928,5674,22,0.5699999928474426,-0.08818674050853588,-5.0987114906311035,0.4509225,1.12163630273443e-05,-1.316617701947689,0.0003,0.662841796875,-0.1270587146282196,0.2,600
62,1067.4,126976,5767,22,0.550000011920929,-0.08958492298552301,-26.4968204498291,0.48843992,0.00010909687047799821,-1.1594056449830532,0.0003,0.660205078125,-0.1282210648059845,0.2,610
63,1066.03,129024,5888,21,0.5199999809265137,-0.09495422804029659,-8.252497673034668,0.48517787,5.854513107195203e-06,-1.2353208381682634,0.0003,0.654345703125,-0.11721386760473251,0.2,620
64,1065.74,131072,6009,21,0.49000000953674316,-0.03534199587302282,-0.005980491638183594,0.2636273,0.0027312747760447563,-1.4141715258359908,0.0003,0.681787109375,-0.032635413110256195,0.2,630
65,1064.45,133120,6089,21,0.47999998927116394,-0.08656617970700609,-0.22644174098968506,0.3417981,0.003925835926384025,-1.557966049015522,0.0003,0.667333984375,-0.12436886131763458,0.2,640
66,1089.66,135168,6174,21,0.4699999988079071,-0.11579272615854279,-14.059576034545898,0.36187205,0.0006476534533248924,-1.5432954426854848,0.0003,0.705810546875,-0.14863193035125732,0.2,650
67,1089.66,137216,6244,21,0.4699999988079071,-0.108645014736976,-8.356622695922852,0.39290184,0.00017007548137826234,-1.5139500692486763,0.0003,0.681298828125,-0.12282277643680573,0.2,660
68,1124.96,139264,6334,21,0.44999998807907104,-0.11035820012621116,-13.117897033691406,0.42578232,5.0777895884834835e-05,-1.3778238642960787,0.0003,0.69169921875,-0.14873461425304413,0.2,670
69,1119.37,141312,6450,21,0.4099999964237213,-0.10430381538317306,-7.251943588256836,0.38952446,1.7169589391130557e-05,-1.341542062908411,0.0003,0.670947265625,-0.12904702126979828,0.2,680
70,1119.37,143360,6500,22,0.4099999964237213,-0.09164555477909744,-2.092935085296631,0.41823673,1.3316430074894469e-05,-1.2675821661949158,0.0003,0.655859375,-0.139542818069458,0.2,690
71,1153.21,145408,6563,22,0.4000000059604645,-0.09587090885615908,-15.717767715454102,0.4477204,9.381303190281187e-06,-1.2050713511183857,0.0003,0.65703125,-0.139873206615448,0.2,700
72,1146.55,147456,6689,22,0.3700000047683716,-0.08161912606447004,-12.95794677734375,0.42311805,9.277479852798365e-06,-1.1472493350505828,0.0003,0.625439453125,-0.12374935299158096,0.2,710
73,1106.7,149504,6799,21,0.3400000035762787,-0.07894115025701468,-1.431408405303955,0.4262895,1.6303814835794127e-05,-1.0658826515078546,0.0003,0.610888671875,-0.12357071787118912,0.2,720
74,1100.9,151552,6877,22,0.3199999928474426,-0.09396518089051824,-2.2680370807647705,0.49037609,0.00010320219204231761,-1.0527259381487966,0.0003,0.634912109375,-0.13347794115543365,0.2,730
75,1100.9,153600,6923,22,0.3199999928474426,-0.08949645730317571,-9.127119064331055,0.47673753,4.501529324727471e-05,-1.0779408482834696,0.0003,0.63359375,-0.12076151371002197,0.2,740
76,1134.41,155648,7021,22,0.28999999165534973,-0.0898005246912362,-11.748348236083984,0.43839335,1.1351425893124656e-05,-1.0315690621733666,0.0003,0.619970703125,-0.11502479016780853,0.2,750
77,1133.92,157696,7083,22,0.2800000011920929,-0.07704398088390008,-1.0357491970062256,0.42488432,3.025560704585928e-05,-0.9289072263985872,0.0003,0.59189453125,-0.10916011780500412,0.2,760
78,1167.65,159744,7146,22,0.27000001072883606,-0.08152522139716893,-1.2257804870605469,0.49173805,5.639450877303886e-06,-0.7215757964178919,0.0003,0.483349609375,-0.09888080507516861,0.2,770
79,1167.89,161792,7224,22,0.25,-0.09129464376019314,0.2289193868637085,1.0108985,7.158077160447362e-05,-0.7428206574171782,0.0003,0.59423828125,-0.13617487251758575,0.2,780
80,1167.89,163840,7270,22,0.25,-0.0788168086175574,-1.129636287689209,0.53414214,1.306474861699769e-05,-0.8215884190052748,0.0003,0.550341796875,-0.10588329285383224,0.2,790
81,1205.2,165888,7363,22,0.23000000417232513,-0.08322141223325161,-0.33619844913482666,0.49638805,1.4551145457275538e-05,-0.7442848194390536,0.0003,0.53056640625,-0.12715277075767517,0.2,800
82,1165.77,167936,7457,22,0.23000000417232513,-0.07506517261790577,-4.9751434326171875,0.48638618,9.37965421723419e-05,-0.6807972686365247,0.0003,0.466259765625,-0.11247529089450836,0.2,810
83,1165.77,169984,7502,22,0.23000000417232513,-0.07690965819638222,-2.4163742065429688,0.7936985,1.6581363473733292e-05,-0.7181459775194525,0.0003,0.5259765625,-0.11131223291158676,0.2,820
84,1199.53,172032,7596,22,0.20999999344348907,-0.07937109264894389,-4.5519561767578125,0.7793375,5.791071834160278e-06,-0.7398317389190197,0.0003,0.589404296875,-0.13342340290546417,0.2,830
85,1130.91,174080,7689,22,0.20000000298023224,-0.07512255308392923,-3.3701095581054688,0.75789523,1.758053735665399e-05,-0.7518748342990875,0.0003,0.543798828125,-0.09333173930644989,0.2,840
86,1130.82,176128,7751,22,0.20000000298023224,-0.08069073063961696,-10.600122451782227,0.59769523,8.10754932558666e-06,-0.8222842324525118,0.0003,0.59384765625,-0.1399821788072586,0.2,850
87,1130.82,178176,7813,22,0.20000000298023224,-0.06012355498969555,-2.7383105754852295,0.6122293,0.0004578499929969837,-0.5264014151878655,0.0003,0.415869140625,-0.06107872724533081,0.2,860
88,1129.32,180224,7875,22,0.20000000298023224,-0.07468410558940378,-2.5691888332366943,0.6912807,3.1123120193043973e-06,-0.656036710459739,0.0003,0.535400390625,-0.08079902082681656,0.2,870
89,1129.32,182272,7920,23,0.20000000298023224,-0.0799384762038244,-10.679988861083984,0.6259938,2.205449934233883e-06,-0.7999197201803326,0.0003,0.575927734375,-0.12323560565710068,0.2,880
90,1164.1,184320,7998,23,0.1899999976158142,-0.06780870416550897,-16.388538360595703,0.6066407,5.840757310693334e-06,-0.798262957111001,0.0003,0.561279296875,-0.04286574944853783,0.2,890
91,1164.1,186368,8044,23,0.1899999976158142,-0.08651293878792785,-9.1241455078125,0.5936879,6.702354300713864e-06,-0.8441306389868259,0.0003,0.609326171875,-0.10063417255878448,0.2,900
92,1200.15,188416,8140,23,0.18000000715255737,-0.06105722767242696,0.6084524989128113,0.62637866,5.019473051000034e-05,-0.6133542312309146,0.0003,0.52412109375,-0.09783409535884857,0.2,910
93,1200.15,190464,8185,23,0.18000000715255737,-0.07536770096048713,-1.3435933589935303,0.53686595,3.938600268860171e-06,-0.8034772913902998,0.0003,0.546533203125,-0.11330554634332657,0.2,920
94,1203.7,192512,8263,23,0.18000000715255737,-0.07431003213423537,-11.324960708618164,0.62901604,1.5321880451057979e-06,-0.5840099266730249,0.0003,0.4453125,-0.13379979133605957,0.2,930
95,1205.05,194560,8361,23,0.17000000178813934,-0.08181465585366823,-5.7362775802612305,0.58512574,6.217071860969981e-06,-0.7050897218286991,0.0003,0.5126953125,-0.11091191321611404,0.2,940
96,1217.33,196608,8443,23,0.17000000178813934,-0.0558415738370968,-3.2640833854675293,0.39992964,0.00010438157522827396,-0.42488605296239257,0.0003,0.333349609375,-0.09064523875713348,0.2,950
97,1217.33,198656,8488,23,0.17000000178813934,-0.06257455666855094,-4.378358364105225,0.5130315,6.109375384788507e-06,-0.5588191003538668,0.0003,0.41953125,-0.09617211669683456,0.2,960
98,1252.68,200704,8554,23,0.17000000178813934,-4.244556293997448e-05,0.0,0.008064787,1.752099268812689e-05,-0.0006888749479003308,0.0003,0.002392578125,5.439696906250902e-07,0.2,970
99,1272.67,202752,8617,23,0.17000000178813934,0.015411679819226264,0.6146433353424072,0.37891263,1.2893752631470966e-06,-0.44547527059912684,0.0003,0.436376953125,-0.0591045543551445,0.2,980
100,1278.65,204800,8679,23,0.1599999964237213,-0.060141529404791075,-9.53984546661377,0.43161914,1.1828058322205237e-05,-0.6971744205802679,0.0003,0.465380859375,-0.05636025220155716,0.2,990
101,1278.65,206848,8724,23,0.1599999964237213,-0.08850505046721083,-17.05109214782715,0.46754944,2.0768628417933143e-06,-1.0140151392668486,0.0003,0.609130859375,-0.12395483255386353,0.2,1000
102,1284.4,208896,8834,23,0.15000000596046448,-0.06367712986830157,-2.701752185821533,0.29618362,4.319839483684085e-05,-0.49865317000076176,0.0003,0.3365234375,-0.0889614000916481,0.2,1010
103,1282.32,210944,8895,23,0.15000000596046448,-0.08305778721405659,-6.663918495178223,0.38734537,2.3086288524432065e-06,-0.9456428632140159,0.0003,0.55322265625,-0.10238120704889297,0.2,1020
104,1282.32,212992,8941,23,0.15000000596046448,-0.08232882175507257,-10.072157859802246,0.5070673,3.246805292356214e-06,-1.059128450229764,0.0003,0.613037109375,-0.11482850462198257,0.2,1030
105,1283.87,215040,9069,23,0.11999999731779099,-0.07515438562113559,-7.4239301681518555,0.69438004,7.635460437871445e-06,-0.5633874364197254,0.0003,0.418359375,-0.0964517593383789,0.2,1040
106,1286.94,217088,9183,23,0.09000000357627869,-0.08243295213032979,-5.380972862243652,0.5278238,1.1790527018273878e-06,-0.8714226199313998,0.0003,0.55224609375,-0.11699697375297546,0.2,1050
107,1249.78,219136,9292,23,0.07999999821186066,-0.08228677106671967,-17.077795028686523,0.41914517,1.1654583826548049e-05,-0.961576084792614,0.0003,0.57822265625,-0.0908191129565239,0.2,1060
108,1249.78,221184,9338,23,0.07999999821186066,-0.09598505270841998,-18.507322311401367,0.45356083,2.656385018795504e-06,-1.0765096263960003,0.0003,0.62392578125,-0.11630461364984512,0.2,1070
109,1284.51,223232,9421,23,0.05999999865889549,-0.07944940156594385,-1.6401324272155762,0.69826996,5.238620622041168e-05,-0.7263027576729655,0.0003,0.540966796875,-0.11062692850828171,0.2,1080
110,1249.61,225280,9551,23,0.029999999329447746,-0.08613438105385285,-17.68929672241211,0.6208073,9.850634032027018e-07,-0.9513235483318567,0.0003,0.597802734375,-0.11218058317899704,0.2,1090
111,1181.59,227328,9645,23,0.019999999552965164,-0.09210589805152267,-6.359817981719971,0.4834506,2.13257992416338e-06,-0.997574414499104,0.0003,0.604638671875,-0.10442318767309189,0.2,1100
112,1073.9,229376,9775,23,0.019999999552965164,-0.08059080142556922,-16.81697654724121,0.3959999,1.0618261718065015e-05,-0.9315091598778963,0.0003,0.5615234375,-0.1376217156648636,0.2,1110
113,1036.0,231424,9836,23,0.019999999552965164,-0.08572174540895502,-11.007200241088867,0.504913,1.2008369461646851e-05,-0.9017207525670529,0.0003,0.585693359375,-0.12568731606006622,0.2,1120
114,1036.0,233472,9882,23,0.019999999552965164,-0.09404094938363414,-13.795870780944824,0.45534635,8.538160785498405e-06,-0.8908796574920416,0.0003,0.579931640625,-0.14082013070583344,0.2,1130
115,1065.86,235520,9996,23,0.019999999552965164,-0.09201097183104139,-12.117709159851074,0.5767494,5.52323330502702e-06,-0.8832903493195772,0.0003,0.611669921875,-0.14044766128063202,0.2,1140
116,1065.86,237568,10042,23,0.019999999552965164,-0.0882161227549659,-5.055436134338379,0.58986694,4.785021141096025e-07,-0.8626579482108354,0.0003,0.597314453125,-0.1180952861905098,0.2,1150
117,1098.95,239616,10120,23,0.009999999776482582,-0.06685897206771188,-2.6422150135040283,0.53511655,0.00012615775903790372,-0.4886093962006271,0.0003,0.435888671875,-0.08144106715917587,0.2,1160
118,1097.46,241664,10181,23,0.0,-0.08254320194828324,-9.965251922607422,0.524335,1.449566589517559e-06,-0.7619423238560558,0.0003,0.53583984375,-0.12433257699012756,0.2,1170
119,1132.4,243712,10243,23,0.0,-0.053665322565939276,-8.037884712219238,0.31118512,1.2306896696789859e-06,-0.29742500390857457,0.0003,0.232861328125,-0.056324172765016556,0.2,1180
120,1131.2,245760,10305,23,0.0,-0.025411987911502364,-0.7316126823425293,0.06582849,4.223122336742546e-07,-0.05193070270033786,0.0003,0.035693359375,-0.02492840588092804,0.2,1190
121,1131.2,247808,10351,23,0.0,-0.09331089168263133,-10.54570198059082,0.81231165,2.6152525727241027e-06,-0.9131238099187613,0.0003,0.609033203125,-0.1276993453502655,0.2,1200
122,1139.54,249856,10430,23,0.0,-0.08400399872334674,-14.591240882873535,0.4777624,9.117827954874258e-06,-0.7644157070666552,0.0003,0.536962890625,-0.1154598817229271,0.2,1210
123,1139.54,251904,10499,23,0.0,-0.09005386043572798,-6.882720470428467,0.58456004,6.537677291547083e-05,-0.7618083642795682,0.0003,0.552001953125,-0.11453606933355331,0.2,1220
124,1135.99,253952,10619,23,0.0,-0.0971481841232162,-16.98482322692871,0.6424897,4.995978124533451e-06,-0.918789442628622,0.0003,0.622021484375,-0.14250026643276215,0.2,1230
125,1135.99,256000,10683,23,0.0,-0.08812346777122002,-7.0891618728637695,0.70996773,9.08354016013746e-06,-0.8038066999986768,0.0003,0.56669921875,-0.11662963032722473,0.2,1240
126,1170.91,258048,10754,23,0.0,-0.08230723016895354,-11.94182014465332,0.8854891,7.100681093303862e-05,-0.687299570813775,0.0003,0.522607421875,-0.10438463091850281,0.2,1250
127,1167.93,260096,10821,24,0.0,-0.07894342469371622,-0.300351619720459,0.56283355,7.535739843023137e-07,-0.7062797606922686,0.0003,0.645361328125,-0.10027522593736649,0.2,1260
128,1167.93,262144,10891,24,0.0,-0.08194193240051391,-18.071901321411133,0.6227015,8.258917433723311e-07,-0.7357003856450319,0.0003,0.56875,-0.12527698278427124,0.2,1270
129,1168.32,264192,10955,24,0.0,-0.08423076770632179,-10.172616958618164,0.74380696,5.023206526399982e-07,-0.6950823474675417,0.0003,0.55517578125,-0.11004292964935303,0.2,1280
130,1168.32,266240,11002,24,0.0,-0.054649108910234646,-0.9096155166625977,0.54145396,0.0001985881007038781,-0.28319326378405096,0.0003,0.28857421875,-0.06807735562324524,0.2,1290
131,1203.52,268288,11084,24,0.0,-0.04773066098277923,-6.219547271728516,0.43262628,5.844796927112484e-07,-0.22838984471745788,0.0003,0.222412109375,-0.02980445697903633,0.2,1300
132,1203.52,270336,11130,24,0.0,-0.05093244522722671,-4.926062107086182,0.441764,2.43074684201261e-05,-0.2750510457670316,0.0003,0.26259765625,-0.06929999589920044,0.2,1310
133,1240.07,272384,11241,24,0.0,-0.04065732820017729,0.6712908148765564,0.22856256,1.5902199315076527e-06,-0.2592255864990875,0.0003,0.236181640625,-0.061765048652887344,0.2,1320
134,1200.52,274432,11371,24,0.0,-0.08456142448703759,-0.22045576572418213,0.5808196,3.6016732141153085e-07,-0.7803975317627192,0.0003,0.506884765625,-0.09700936079025269,0.2,1330
135,1198.93,276480,11437,24,0.0,-0.08842369012127164,-8.676165580749512,0.6975945,3.7058585087290654e-07,-0.9976132586598396,0.0003,0.600537109375,-0.1263834834098816,0.2,1340
136,1233.49,278528,11506,24,0.0,-0.09620917363790796,-4.605966567993164,0.6558673,8.956453655950548e-08,-0.9163290530443191,0.0003,0.6193359375,-0.12521807849407196,0.2,1350
137,1194.65,280576,11620,24,0.0,-0.08962472953717224,-12.604775428771973,0.6394373,3.575665201455136e-07,-0.8690598713234067,0.0003,0.571875,-0.13228760659694672,0.2,1360
138,1157.88,282624,11714,24,0.0,-0.09104203027382027,-2.9016759395599365,0.5619838,1.8273904663024255e-06,-0.8663311917334795,0.0003,0.598193359375,-0.1158955916762352,0.2,1370
139,1157.88,284672,11767,24,0.0,-0.08628401870082598,-5.256608486175537,0.616254,0.00010708196438284912,-0.8134640155360102,0.0003,0.588427734375,-0.13142184913158417,0.2,1380
140,1196.44,286720,11848,24,0.0,-0.08980360315617872,-12.113304138183594,0.5889378,3.465023715421012e-06,-0.8117445031180978,0.0003,0.55498046875,-0.11479110270738602,0.2,1390
141,1196.44,288768,11904,24,0.0,-0.08984127260191599,-14.18090534210205,0.7688749,2.6636011826175474e-07,-0.8073295790702104,0.0003,0.565576171875,-0.09850853681564331,0.2,1400
