train/actor_loss,rollout/ep_len_mean,time/episodes,train/n_updates,time/fps,train/critic_loss,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/learning_rate
0.022769549395889044,2000.0,260,50856,27,7.3266475109079465e-09,0.0,513530,18507,0.0001
0.022351703140884638,2000.0,264,51656,27,5.104821260148995e-09,0.0,521530,18779,0.0001
0.021927678491920233,2000.0,268,52456,27,4.87532508808286e-09,0.0,529530,19050,0.0001
0.021519669331610203,2000.0,272,53256,27,5.745205727825109e-09,0.0,537530,19324,0.0001
0.021104929503053427,2000.0,276,54056,27,2.5580192131169355e-09,0.0,545530,20203,0.0001
0.020700349006801844,2000.0,280,54856,27,3.0841167536488356e-09,0.0,553530,20482,0.0001
0.020312990061938763,2000.0,284,55656,27,3.3683666411654656e-09,0.0,561530,20769,0.0001
0.019923515617847443,2000.0,288,56456,27,3.489286415359061e-09,0.0,569530,21058,0.0001
0.01954430853947997,2000.0,292,57256,27,1.650223499516379e-09,0.0,577530,21332,0.0001
0.019154578913003206,2000.0,296,58056,27,9.975243062121386e-10,0.0,585530,21608,0.0001
0.018784668762236834,2000.0,300,58856,27,1.966080648979629e-09,0.0,593530,21882,0.0001
0.01841715443879366,2000.0,304,59656,27,3.7321698925785185e-09,0.0,601530,22156,0.0001
0.018081977497786283,2000.0,308,60456,27,1.9758084959797806e-09,0.0,609530,22433,0.0001
0.017715423833578825,2000.0,312,61256,27,2.0245231324711455e-09,0.0,617530,22711,0.0001
0.017365549225360155,2000.0,316,62056,27,2.0439119147175333e-09,0.0,625530,22987,0.0001
0.017053482588380575,2000.0,320,62856,27,1.1174405289970935e-09,0.0,633530,23263,0.0001
0.01672139624133706,2000.0,324,63656,27,7.844989519112389e-10,0.0,641530,23541,0.0001
0.016394600737839937,2000.0,328,64456,27,1.1872021699055324e-09,0.0,649530,23817,0.0001
0.01617386005818844,2000.0,332,65256,27,6.949382758136835e-08,0.0,657530,24121,0.0001
0.015927843749523163,2000.0,336,66056,27,5.179289774837059e-09,0.0,665530,24402,0.0001
0.015644188271835446,2000.0,340,66856,27,9.270065604027877e-09,0.0,673530,24710,0.0001
0.01538264867849648,2000.0,344,67656,27,8.002903451043153e-09,0.0,681530,24999,0.0001
0.01514419773593545,2000.0,348,68456,27,6.566680643693701e-09,0.0,689530,25281,0.0001
0.014927140437066555,2000.0,352,69256,27,5.88692500302912e-09,0.0,697530,25568,0.0001
0.014689279720187187,2000.0,356,70056,27,5.756785437238676e-09,0.0,705530,25860,0.0001
0.014451133785769343,2000.0,360,70856,27,4.270196279909655e-09,0.0,713530,26147,0.0001
0.014267466496676207,1983.84,364,71488,27,3.896394734637099e-09,0.0,719914,26394,0.0001
0.01409965637139976,1966.06,368,72112,27,4.868528691304164e-09,0.0,726136,26626,0.0001
0.013850481482222676,1966.06,372,72912,27,1.5973606465324863e-09,0.0,734136,26906,0.0001
0.013661301461979747,1949.98,376,73552,27,1.291533685554569e-09,0.0,740528,27223,0.0001
0.013409056002274156,1949.98,380,74352,27,2.399966003707732e-09,0.0,748528,27501,0.0001
0.01315857213921845,1949.98,384,75152,27,3.6277763301034716e-07,0.0,756528,27774,0.0001
0.012906313640996814,1949.98,388,75952,27,2.2491904519417183e-10,0.0,764528,28046,0.0001
0.0126563326921314,1949.98,392,76752,27,1.9545105464646717e-10,0.0,772528,28320,0.0001
0.012408368522301316,1949.98,396,77552,27,3.173117628027522e-11,0.0,780528,28593,0.0001
0.012183025013655424,1949.98,400,78352,27,2.0358921382079842e-08,0.0,788528,28866,0.0001
0.01191847212612629,1949.98,404,79152,27,1.0346478827773925e-10,0.0,796528,29141,0.0001
0.011695332359522581,1942.37,408,79880,27,4.541554786754998e-09,0.0,803767,29401,0.0001
0.011468049371615052,1942.37,412,80680,27,2.0447789988997656e-10,0.0,811767,29676,0.0001
0.011232548858970404,1942.37,416,81480,27,7.373449142922262e-10,0.0,819767,29954,0.0001
0.011010740417987108,1942.37,420,82280,27,1.6833910966573828e-09,0.0,827767,30230,0.0001
0.010805295780301094,1937.72,424,83032,27,1.622222269709317e-09,0.0,835302,30497,0.0001
0.010599531466141343,1937.72,428,83832,27,1.641475775027157e-07,0.0,843302,30774,0.0001
0.010394195560365915,1937.72,432,84632,27,4.892266843373183e-10,0.0,851302,31053,0.0001
0.010184187209233642,1937.72,436,85432,27,3.9158484961554496e-10,0.0,859302,31330,0.0001
0.009990999242290854,1937.72,440,86232,27,7.199192591893222e-10,0.0,867302,31631,0.0001
0.009802205488085747,1937.72,444,87032,27,4.3557546545308634e-10,0.0,875302,31990,0.0001
0.009598355740308762,1937.72,448,87832,27,1.0738704500287688e-10,0.0,883302,32268,0.0001
0.009443010203540325,1937.72,452,88632,27,4.6670688702565855e-09,0.0,891302,32543,0.0001
0.009259231854230165,1927.44,456,89328,27,1.677585813320004e-10,0.0,898274,32794,0.0001
0.009077008115127683,1927.44,460,90128,27,3.9168816280688024e-10,0.0,906274,33134,0.0001
0.008908676216378808,1943.6,464,90928,27,3.5012734248343613e-10,0.0,914274,33411,0.0001
0.0087320557795465,1961.38,468,91728,27,5.588660281080626e-10,0.0,922274,33685,0.0001
0.008557161083444953,1961.38,472,92528,27,1.1884146843693655e-09,0.0,930274,33966,0.0001
0.00838214042596519,1977.46,476,93328,27,2.16354613911951e-10,0.0,938274,34389,0.0001
0.00823630834929645,1977.46,480,94128,27,3.3554458213694294e-10,0.0,946274,34728,0.0001
0.00809126696549356,1977.46,484,94928,27,1.377748787452504e-10,0.0,954274,35006,0.0001
0.007931909058243036,1977.46,488,95728,27,1.9213796591081855e-10,0.0,962274,35304,0.0001
0.007767540751956403,1977.46,492,96528,27,1.429085910720218e-08,0.0,970274,35663,0.0001
0.007632327266037464,1977.46,496,97328,27,1.727115626730391e-09,0.0,978274,35938,0.0001
0.007471474935300648,1977.46,500,98128,27,1.3967827242056252e-09,0.0,986274,36307,0.0001
0.00732911191880703,1977.46,504,98928,27,4.51185537542198e-09,0.0,994274,36581,0.0001
0.0071721558924764395,1985.07,508,99728,27,2.7353595707935163e-09,0.0,1002274,36970,0.0001
0.0070342543767765164,1985.07,512,100528,27,9.320552454838982e-10,0.0,1010274,37245,0.0001
0.006908842362463474,1985.07,516,101328,27,3.3089467450786447e-10,0.0,1018274,37522,0.0001
0.006739391596056521,1985.07,520,102128,27,1.1354863065429766e-09,0.0,1026274,37865,0.0001
0.006629873649217188,1989.72,524,102928,27,6.2307567265385e-10,0.0,1034274,38143,0.0001
0.0065183090046048164,1989.72,528,103728,27,5.792658124004202e-10,0.0,1042274,38419,0.0001
0.006385421031154692,1989.72,532,104528,27,6.463433746550784e-10,0.0,1050274,38695,0.0001
0.0062730819918215275,1989.72,536,105328,27,1.0414133166936068e-09,0.0,1058274,38971,0.0001
0.006161879748106003,1989.72,540,106128,27,1.0013492899446641e-10,0.0,1066274,39246,0.0001
0.0060630160151049495,1989.72,544,106928,27,1.1744488506715278e-09,0.0,1074274,39522,0.0001
0.005927497171796858,1989.72,548,107728,27,3.579279832591209e-10,0.0,1082274,39798,0.0001
0.005852298927493393,1989.72,552,108528,27,8.057112702714031e-10,0.0,1090274,40075,0.0001
0.005705953575670719,2000.0,556,109328,27,3.422181080181552e-10,0.0,1098274,40353,0.0001
0.005625654594041407,2000.0,560,110128,27,1.500662155304311e-10,0.0,1106274,40630,0.0001
0.005506098503246903,2000.0,564,110928,27,5.424726536029656e-10,0.0,1114274,40908,0.0001
0.005440227687358856,2000.0,568,111728,27,4.0557565379045757e-10,0.0,1122274,41185,0.0001
0.005346677266061306,2000.0,572,112528,27,6.206859436141965e-10,0.0,1130274,41462,0.0001
0.00528354849666357,2000.0,576,113328,27,6.824519144243979e-10,0.0,1138274,41740,0.0001
0.005179542116820812,2000.0,580,114128,27,4.6709837820541056e-11,0.0,1146274,42018,0.0001
0.005096841603517532,2000.0,584,114928,27,2.3732991049837948e-11,0.0,1154274,42296,0.0001
0.005028547719120979,2000.0,588,115728,27,5.427690241699423e-10,0.0,1162274,42572,0.0001
0.004956758581101894,2000.0,592,116528,27,3.1089841465159473e-10,0.0,1170274,42849,0.0001
0.004892370663583279,2000.0,596,117328,27,5.991098450675025e-10,0.0,1178274,43126,0.0001
0.004806516692042351,2000.0,600,118128,27,6.467751334504612e-10,0.0,1186274,43405,0.0001
0.004716753028333187,2000.0,604,118928,27,5.899287863764258e-10,0.0,1194274,43682,0.0001
0.004652619361877441,2000.0,608,119728,27,2.398637495223954e-10,0.0,1202274,43960,0.0001
0.004590450786054134,2000.0,612,120528,27,1.595628629225132e-10,0.0,1210274,44237,0.0001
0.004522274248301983,2000.0,616,121328,27,1.675699665831809e-10,0.0,1218274,44514,0.0001
0.004452475346624851,2000.0,620,122128,27,4.363000898066627e-10,0.0,1226274,44791,0.0001
0.004376937635242939,2000.0,624,122928,27,7.586932384423539e-11,0.0,1234274,45070,0.0001
0.00433707982301712,2000.0,628,123728,27,5.114416407742128e-10,0.0,1242274,45347,0.0001
0.004263498820364475,2000.0,632,124528,27,4.057158359271895e-10,0.0,1250274,45624,0.0001
0.004197210073471069,2000.0,636,125328,27,2.7198190921673415e-10,0.0,1258274,45903,0.0001
0.004138778895139694,2000.0,640,126128,27,3.037474109041094e-10,0.0,1266274,46184,0.0001
0.004073989577591419,2000.0,644,126928,27,2.5534551556516405e-10,0.0,1274274,46459,0.0001
0.003998255357146263,2000.0,648,127728,27,5.514017298313689e-10,0.0,1282274,46735,0.0001
0.003961671143770218,2000.0,652,128528,27,1.3227780416152912e-10,0.0,1290274,47010,0.0001
0.0038941698148846626,2000.0,656,129328,27,9.745933790897277e-11,0.0,1298274,47294,0.0001
0.003849245607852936,2000.0,660,130128,27,5.856623142182216e-10,0.0,1306274,47567,0.0001
0.003765440545976162,2000.0,664,130928,27,3.3802153307296856e-10,0.0,1314274,47840,0.0001
0.0037216516211628914,2000.0,668,131728,27,1.1932606075112928e-10,0.0,1322274,48114,0.0001
0.0036888020113110542,2000.0,672,132528,27,2.7913082262243094e-10,0.0,1330274,48385,0.0001
0.0036526061594486237,2000.0,676,133328,27,8.691756654688465e-10,0.0,1338274,48657,0.0001
0.0035931188613176346,2000.0,680,134128,27,3.600224406791197e-10,0.0,1346274,48930,0.0001
0.0035532526671886444,2000.0,684,134928,27,1.735609933550819e-09,0.0,1354274,49201,0.0001
0.0034981025382876396,2000.0,688,135728,27,5.71185706371713e-10,0.0,1362274,49476,0.0001
0.0034172581508755684,2000.0,692,136528,27,3.904176140365201e-10,0.0,1370274,49753,0.0001
0.0033844849094748497,2000.0,696,137328,27,3.1345468755328287e-10,0.0,1378274,50025,0.0001
0.003348839469254017,2000.0,700,138128,27,8.396697642742978e-10,0.0,1386274,50301,0.0001
0.003287161700427532,2000.0,704,138928,27,2.101458648751369e-11,0.0,1394274,50577,0.0001
0.003244629129767418,2000.0,708,139728,27,1.7362399105241844e-10,0.0,1402274,50852,0.0001
0.003197173587977886,2000.0,712,140528,27,4.932964332154954e-10,0.0,1410274,51127,0.0001
0.003149808384478092,2000.0,716,141328,27,2.789506160782995e-10,0.0,1418274,51404,0.0001
0.003138055093586445,2000.0,720,142128,27,1.332382575797153e-09,0.0,1426274,51681,0.0001
0.0030715884640812874,2000.0,724,142928,27,1.038149254062315e-10,0.0,1434274,51955,0.0001
0.003051452338695526,2000.0,728,143728,27,6.307605202038324e-10,0.0,1442274,52272,0.0001
0.002970772795379162,2000.0,732,144528,27,3.4828932793384837e-10,0.0,1450274,52553,0.0001
0.0029462287202477455,2000.0,736,145328,27,3.7035020016007447e-10,0.0,1458274,52824,0.0001
0.0029063066467642784,2000.0,740,146128,27,6.757489468163513e-11,0.0,1466274,53098,0.0001
0.00286171305924654,2000.0,744,146928,27,1.4001437856347998e-09,0.0,1474274,53374,0.0001
0.002833425998687744,2000.0,748,147728,27,5.819871355672301e-10,0.0,1482274,53651,0.0001
0.0027878163382411003,2000.0,752,148528,27,4.080047844717827e-10,0.0,1490274,53924,0.0001
0.0027632443234324455,2000.0,756,149328,27,7.084238230758988e-10,0.0,1498274,54196,0.0001
0.0027315160259604454,2000.0,760,150128,27,1.306579497373228e-10,0.0,1506274,54467,0.0001
0.0026883045211434364,2000.0,764,150928,27,1.6686296485171614e-10,0.0,1514274,54737,0.0001
0.00267212837934494,2000.0,768,151728,27,1.3759574521432505e-09,0.0,1522274,55011,0.0001
0.0026292605325579643,2000.0,772,152528,27,3.2817196182755026e-10,0.0,1530274,55286,0.0001
0.0025979019701480865,2000.0,776,153328,27,5.545002790263709e-10,0.0,1538274,55561,0.0001
0.00254228338599205,2000.0,780,154128,27,1.4310367890679743e-09,0.0,1546274,55837,0.0001
0.002523350529372692,2000.0,784,154928,27,8.569116111134534e-10,0.0,1554274,56114,0.0001
0.002508622594177723,2000.0,788,155728,10,9.053432656336291e-10,0.0,1562274,143243,0.0001
0.002455788664519787,2000.0,792,156528,10,1.1767672600249135e-10,0.0,1570274,143516,0.0001
0.0024084700271487236,2000.0,796,157328,10,1.021591850827383e-10,0.0,1578274,143785,0.0001
0.002393617294728756,2000.0,800,158128,11,1.8839282044103012e-10,0.0,1586274,144059,0.0001
0.002362036146223545,2000.0,804,158928,11,6.550553589140806e-11,0.0,1594274,144333,0.0001
0.0023313257843255997,2000.0,808,159728,11,2.5945677030458913e-10,0.0,1602274,144609,0.0001
0.002320290543138981,2000.0,812,160528,11,5.884807086076194e-10,0.0,1610274,144880,0.0001
0.002251585014164448,2000.0,816,161328,11,1.0596468077994636e-09,0.0,1618274,145152,0.0001
0.002247428521513939,2000.0,820,162128,11,3.317360587618001e-10,0.0,1626274,145438,0.0001
