rollout/ep_rew_mean,time/episodes,train/learning_rate,train/critic_loss,rollout/ep_len_mean,train/n_updates,time/fps,time/time_elapsed,train/actor_loss,time/total_timesteps
0.0,4,0.001,1.1013137102127075,429.75,718,5,301,5.134368896484375,1719
0.25,8,0.001,0.08608731627464294,334.5,1675,4,599,3.3241355419158936,2676
0.5,12,0.001,0.2247675657272339,318.75,2824,4,923,3.0179309844970703,3825
0.375,16,0.001,0.10974301397800446,289.5625,3632,4,1153,3.126047372817993,4633
0.30000001192092896,20,0.001,0.06586137413978577,283.15,4662,3,1448,2.671596050262451,5663
0.4166666567325592,24,0.001,0.11275346577167511,267.2083333333333,5412,3,1671,2.691948652267456,6413
0.3571428656578064,28,0.001,0.07793746888637543,265.5,6433,3,1991,2.381086587905884,7434
