train/entropy_loss,time/iterations,time/total_timesteps,train/learning_rate,train/policy_loss,time/fps,train/n_updates,train/value_loss,time/time_elapsed,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
-2.301393508911133,3600,18000,0.0007,-0.00020130319171585143,19,3599,9.419340862848458e-09,932,-1.1920928955078125e-07,0.23076923191547394,1278.4615384615386
-2.3013882637023926,3700,18500,0.0007,-2.2749754862161353e-05,19,3699,1.1883619088770558e-10,949,0.0,0.23076923191547394,1278.4615384615386
-2.301388740539551,3800,19000,0.0007,-7.787692197780416e-07,19,3799,1.3620484948240197e-13,968,0.0,0.23076923191547394,1278.4615384615386
-2.301388740539551,3900,19500,0.0007,-5.38564659535723e-09,19,3899,3.619984724451527e-18,989,0.0,0.23076923191547394,1278.4615384615386
-2.3013875484466553,4000,20000,0.0007,-1.252719357580645e-06,19,3999,3.6838717840104174e-13,1008,0.0,0.23076923191547394,1278.4615384615386
-2.301387310028076,4100,20500,0.0007,-8.239752213867746e-10,19,4099,2.277439157414686e-19,1026,0.0,0.23076923191547394,1278.4615384615386
-2.301568031311035,4200,21000,0.0007,-0.01628279872238636,19,4199,0.00020159634004812688,1075,0.0,0.2666666805744171,1399.4
-2.301659345626831,4300,21500,0.0007,-0.0012796471128240228,19,4299,3.75186118617421e-07,1105,0.0,0.25,1334.875
-2.301642894744873,4400,22000,0.0007,-0.00257766991853714,19,4399,1.5162784166022902e-06,1135,0.0,0.29411765933036804,1281.8235294117646
-2.3016116619110107,4500,22500,0.0007,-0.0006654108874499798,19,4499,1.0039559583674418e-07,1168,0.0,0.2777777910232544,1231.2777777777778
-2.3015997409820557,4600,23000,0.0007,-2.0258439690223895e-05,19,4599,9.28434343294704e-11,1186,0.0,0.2777777910232544,1231.2777777777778
-2.3015992641448975,4700,23500,0.0007,-2.0866286476461937e-08,19,4699,9.591760728293804e-17,1202,0.0,0.2777777910232544,1231.2777777777778
-2.3015999794006348,4800,24000,0.0007,3.908120937978765e-09,19,4799,1.2416170211986067e-18,1225,-1.1920928955078125e-07,0.2777777910232544,1231.2777777777778
-2.3015995025634766,4900,24500,0.0007,-7.090412054822082e-06,19,4899,1.1261215918101364e-11,1240,0.0,0.2777777910232544,1231.2777777777778
-2.3015997409820557,5000,25000,0.0007,-1.7620761516567995e-09,19,4999,7.252684972676796e-19,1254,0.0,0.2777777910232544,1231.2777777777778
-2.3015997409820557,5100,25500,0.0007,-1.2612516586685274e-10,20,5099,3.7003755065910634e-21,1272,0.0,0.2777777910232544,1231.2777777777778
-2.301600217819214,5200,26000,0.0007,4.419149934875577e-09,20,5199,1.30552311348856e-17,1289,0.0,0.2777777910232544,1231.2777777777778
-2.3012218475341797,5300,26500,0.0007,-6.177915111038601e-06,19,5299,8.65192292809347e-12,1337,0.0,0.25,1321.15
-2.301217794418335,5400,27000,0.0007,-8.900254977461941e-10,19,5399,1.813171243169199e-19,1355,0.0,0.25,1321.15
-2.3012173175811768,5500,27500,0.0007,-3.8227793153211564e-10,20,5499,3.330333189949912e-20,1372,0.0,0.25,1321.15
-2.3012173175811768,5600,28000,0.0007,-6.3386140780608e-10,20,5599,9.251022534670551e-20,1390,0.0,0.25,1321.15
-2.3012173175811768,5700,28500,0.0007,2.496452489175738e-10,20,5699,1.4801502026364254e-20,1409,0.0,0.25,1321.15
-2.301333427429199,5800,29000,0.0007,-2.1342858591566483e-09,20,5799,1.0694116661451735e-18,1426,0.0,0.25,1321.15
-2.301325559616089,5900,29500,0.0007,-5.106421951950324e-10,20,5899,2.285175984479048e-18,1444,0.0,0.25,1321.15
-2.301325559616089,6000,30000,0.0007,1.2538640958847935e-10,20,5999,3.7003755065910634e-21,1461,0.0,0.25,1321.15
-2.301347494125366,6100,30500,0.0007,-0.0,20,6099,0.0,1494,nan,0.2380952388048172,1448.7142857142858
-2.301347494125366,6200,31000,0.0007,-0.0,20,6199,0.0,1526,nan,0.22727273404598236,1396.5454545454545
-2.3013317584991455,6300,31500,0.0007,-0.0,20,6299,0.0,1555,nan,0.21739129722118378,1353.5217391304348
-2.3004837036132812,6400,32000,0.0007,-0.002326671266928315,20,6399,1.2939564157932182e-06,1587,0.0,0.2083333283662796,1319.4583333333333
-2.300513505935669,6500,32500,0.0007,-3.912214742740616e-05,20,6499,3.644365365040869e-10,1618,0.0,0.23999999463558197,1290.76
-2.3005104064941406,6600,33000,0.0007,-1.540677112643607e-05,20,6599,5.370969294316019e-11,1649,0.0,0.23076923191547394,1254.576923076923
-2.300513505935669,6700,33500,0.0007,1.1305799034744268e-06,19,6699,2.9350648430778725e-13,1677,0.0,0.2222222238779068,1228.111111111111
-2.3005099296569824,6800,34000,0.0007,-7.574691949230328e-07,19,6799,1.262317073785768e-13,1704,0.0,0.2142857164144516,1200.142857142857
-2.30049467086792,6900,34500,0.0007,-6.752960416633869e-06,19,6899,1.0586271442791784e-11,1733,0.0,0.2068965584039688,1172.655172413793
-2.300495147705078,7000,35000,0.0007,9.618167595704108e-09,19,6999,1.1670325648679919e-17,1761,0.0,0.20000000298023224,1151.4666666666667
-2.300490617752075,7100,35500,0.0007,-0.00039956322871148586,19,7099,1.5030113331704342e-07,1806,-38605072.0,0.1875,1106.71875
-2.3004844188690186,7200,36000,0.0007,4.126575081642159e-09,19,7199,4.029663293611278e-18,1818,0.0,0.1875,1106.71875
-2.3004844188690186,7300,36500,0.0007,-8.979409438225616e-10,19,7299,1.9017833540298542e-18,1831,0.0,0.1875,1106.71875
-2.3004844188690186,7400,37000,0.0007,-1.2869000309834178e-10,20,7399,3.7003755065910634e-21,1848,0.0,0.1875,1106.71875
-2.300485134124756,7500,37500,0.0007,-4.206669018458342e-06,20,7499,3.884041525903381e-12,1868,0.0,0.1875,1106.71875
-2.3004848957061768,7600,38000,0.0007,-2.495774142907692e-10,20,7599,1.4801502026364254e-20,1887,0.0,0.1875,1106.71875
-2.3004767894744873,7700,38500,0.0007,-1.2771030066804911e-10,20,7699,3.7003755065910634e-21,1906,0.0,0.1875,1106.71875
-2.3004870414733887,7800,39000,0.0007,1.2628004197878795e-10,20,7799,3.7003755065910634e-21,1923,0.0,0.1875,1106.71875
-2.3004908561706543,7900,39500,0.0007,6.11292261254448e-09,20,7899,8.525652966271775e-18,1956,0.0,0.1818181872367859,1194.3939393939395
-2.3002052307128906,8000,40000,0.0007,2.4139019387803273e-06,20,7999,1.2842099345738989e-12,1985,1.1920928955078125e-07,0.1764705926179886,1170.4705882352941
-2.3002052307128906,8100,40500,0.0007,-0.00012801363482140005,19,8099,1.579938313511775e-08,2037,-31999777570816.0,0.1666666716337204,1124.9444444444443
-2.2997705936431885,8200,41000,0.0007,-0.0015858582919463515,19,8199,5.687595603376394e-07,2067,0.0,0.18918919563293457,1105.1351351351352
-2.2998363971710205,8300,41500,0.0007,-0.00015090547094587237,19,8299,5.1683555213344334e-09,2102,-1.1920928955078125e-07,0.18421052396297455,1086.7631578947369
-2.2998344898223877,8400,42000,0.0007,-2.32081106332771e-06,19,8399,1.1905339995094133e-12,2123,0.0,0.18421052396297455,1086.7631578947369
-2.2998337745666504,8500,42500,0.0007,6.431268673168233e-08,19,8499,1.0748596108355263e-15,2139,0.0,0.18421052396297455,1086.7631578947369
-2.2998337745666504,8600,43000,0.0007,6.554002229819389e-09,19,8599,4.092070348515647e-18,2152,-1.1920928955078125e-07,0.18421052396297455,1086.7631578947369
-2.2998337745666504,8700,43500,0.0007,4.030954237066453e-09,20,8699,4.356512132133031e-19,2170,0.0,0.18421052396297455,1086.7631578947369
-2.299851179122925,8800,44000,0.0007,-7.785065747611952e-08,20,8799,1.3266879058892686e-15,2190,0.0,0.18421052396297455,1086.7631578947369
-2.2999069690704346,8900,44500,0.0007,0.0004941595252603292,20,8899,6.052090384400799e-08,2209,0.0,0.18421052396297455,1086.7631578947369
-2.2998831272125244,9000,45000,0.0007,2.3611872457252048e-09,20,8999,9.917141776177613e-19,2227,0.0,0.18421052396297455,1086.7631578947369
-2.2998759746551514,9100,45500,0.0007,-1.592582421494626e-08,20,9099,5.781843589235404e-17,2259,0.0,0.1794871836900711,1161.4615384615386
-2.2982447147369385,9200,46000,0.0007,-0.00322924368083477,20,9199,2.38879511016421e-06,2290,0.0,0.17499999701976776,1141.075
-2.298170328140259,9300,46500,0.0007,-0.0011305069783702493,19,9299,2.9169763138270355e-07,2334,0.0,0.190476194024086,1105.1904761904761
-2.29624605178833,9400,47000,0.0007,-0.0027884647715836763,19,9399,1.871720655799436e-06,2365,5.960464477539063e-08,0.20930232107639313,1090.953488372093
-2.296233654022217,9500,47500,0.0007,-0.0006710755405947566,19,9499,9.384115173816099e-08,2398,0.0,0.20454545319080353,1075.3636363636363
-2.296231269836426,9600,48000,0.0007,1.1902154255949426e-05,19,9599,3.2752037193439776e-11,2429,0.0,0.20000000298023224,1064.4
-2.293863534927368,9700,48500,0.0007,-0.002026937436312437,19,9699,9.441479278393672e-07,2459,5.960464477539063e-08,0.21739129722118378,1052.2608695652175
-2.2937557697296143,9800,49000,0.0007,-5.073294596513733e-05,19,9799,6.058683554854838e-10,2493,0.0,0.21276596188545227,1038.8085106382978
-2.2938990592956543,9900,49500,0.0007,-3.526069576764712e-06,19,9899,3.3355293353742876e-12,2520,0.0,0.2083333283662796,1025.8958333333333
-2.2903480529785156,10000,50000,0.0007,-0.031119713559746742,19,9999,0.000733564083930105,2570,0.0,0.2199999988079071,999.82
-2.2903294563293457,10100,50500,0.0007,-0.0014980181585997343,19,10099,5.156181259735604e-07,2600,0.0,0.21568627655506134,988.4705882352941
-2.2903904914855957,10200,51000,0.0007,-0.0002893625933211297,19,10199,1.9255907091064728e-08,2614,0.0,0.21568627655506134,988.4705882352941
-2.29025936126709,10300,51500,0.0007,8.577674748266872e-07,19,10299,1.5874104873463135e-13,2664,0.0,0.2075471729040146,969.8679245283018
-2.2907066345214844,10400,52000,0.0007,-3.3081596484407783e-06,19,10399,2.4702306172796895e-12,2695,0.0,0.20370370149612427,960.1481481481482
-2.290706157684326,10500,52500,0.0007,-6.5444014651916405e-09,19,10499,3.933822839118434e-18,2723,0.0,0.20000000298023224,949.8363636363637
-2.2909021377563477,10600,53000,0.0007,-1.3058706826996058e-07,19,10599,3.4695405490942858e-15,2752,-1.1920928955078125e-07,0.1964285671710968,939.1785714285714
-2.2910096645355225,10700,53500,0.0007,1.2275347405221737e-09,19,10699,3.7004084968803375e-19,2783,0.0,0.19298245012760162,931.6315789473684
-2.2910096645355225,10800,54000,0.0007,-2.5351704069365155e-10,19,10799,1.4801502026364254e-20,2801,0.0,0.19298245012760162,931.6315789473684
-2.290985584259033,10900,54500,0.0007,2.638462226478566e-10,19,10899,1.4801502026364254e-20,2823,0.0,0.19298245012760162,931.6315789473684
-2.2909398078918457,11000,55000,0.0007,9.766706332570152e-10,19,10999,2.3682403242182806e-19,2837,0.0,0.19298245012760162,931.6315789473684
-2.2909393310546875,11100,55500,0.0007,7.474897922854495e-10,19,11099,1.3321334052269356e-19,2851,0.0,0.19298245012760162,931.6315789473684
-2.2909963130950928,11200,56000,0.0007,-9.749396845393221e-10,19,11199,9.140703937916191e-18,2870,0.0,0.19298245012760162,931.6315789473684
-2.2909188270568848,11300,56500,0.0007,2.516802877217117e-10,19,11299,1.4801502026364254e-20,2890,0.0,0.19298245012760162,931.6315789473684
-2.2909188270568848,11400,57000,0.0007,-0.0,19,11399,0.0,2912,nan,0.19298245012760162,931.6315789473684
-2.2906534671783447,11500,57500,0.0007,-8.733416656525606e-09,19,11499,4.87118424013577e-17,2960,0.0,0.18644067645072937,973.1355932203389
-2.290637731552124,11600,58000,0.0007,9.719703939481406e-07,19,11599,2.3057150264592374e-13,2988,0.0,0.18333333730697632,965.85
-2.2906365394592285,11700,58500,0.0007,-0.0,19,11699,0.0,3000,nan,0.18333333730697632,965.85
-2.2905871868133545,11800,59000,0.0007,-0.0,19,11799,0.0,3020,nan,0.18333333730697632,965.85
-2.2905871868133545,11900,59500,0.0007,-0.0,19,11899,0.0,3041,nan,0.18333333730697632,965.85
-2.2905871868133545,12000,60000,0.0007,-0.0,19,11999,0.0,3056,nan,0.18333333730697632,965.85
-2.2905871868133545,12100,60500,0.0007,-0.0,19,12099,0.0,3070,nan,0.18333333730697632,965.85
-2.2905871868133545,12200,61000,0.0007,-0.0,19,12199,0.0,3087,nan,0.18333333730697632,965.85
-2.2905871868133545,12300,61500,0.0007,-0.0,19,12299,0.0,3103,nan,0.18333333730697632,965.85
-2.2905871868133545,12400,62000,0.0007,-0.0,19,12399,0.0,3134,nan,0.1803278625011444,1015.5901639344262
-2.2905871868133545,12500,62500,0.0007,-0.0,19,12499,0.0,3148,nan,0.1803278625011444,1015.5901639344262
-2.2905871868133545,12600,63000,0.0007,-0.0,19,12599,0.0,3164,nan,0.1803278625011444,1015.5901639344262
-2.2905871868133545,12700,63500,0.0007,-0.0,19,12699,0.0,3178,nan,0.1803278625011444,1015.5901639344262
-2.2905871868133545,12800,64000,0.0007,-0.0,19,12799,0.0,3200,nan,0.1803278625011444,1015.5901639344262
-2.2905871868133545,12900,64500,0.0007,-0.0,20,12899,0.0,3218,nan,0.1803278625011444,1015.5901639344262
-2.290332317352295,13000,65000,0.0007,-0.0,20,12999,0.0,3238,nan,0.1803278625011444,1015.5901639344262
-2.290332317352295,13100,65500,0.0007,-0.0,20,13099,0.0,3258,nan,0.1803278625011444,1015.5901639344262
-2.290332317352295,13200,66000,0.0007,-0.0,20,13199,0.0,3286,nan,0.17741934955120087,1063.725806451613
-2.290332317352295,13300,66500,0.0007,-0.0,20,13299,0.0,3304,nan,0.17741934955120087,1063.725806451613
-2.290332317352295,13400,67000,0.0007,-0.0,19,13399,0.0,3352,nan,0.171875,1045.75
-2.290332317352295,13500,67500,0.0007,-0.0,20,13499,0.0,3369,nan,0.171875,1045.75
-2.290332317352295,13600,68000,0.0007,-0.0,20,13599,0.0,3383,nan,0.171875,1045.75
-2.290332317352295,13700,68500,0.0007,-0.0,20,13699,0.0,3401,nan,0.171875,1045.75
-2.290332317352295,13800,69000,0.0007,-0.0,20,13799,0.0,3415,nan,0.171875,1045.75
-2.290332317352295,13900,69500,0.0007,-0.0,20,13899,0.0,3431,nan,0.171875,1045.75
-2.290332317352295,14000,70000,0.0007,-0.0,20,13999,0.0,3450,nan,0.171875,1045.75
-2.290332317352295,14100,70500,0.0007,-0.0,20,14099,0.0,3470,nan,0.171875,1045.75
-2.290332317352295,14200,71000,0.0007,-0.0,20,14199,0.0,3502,nan,0.16923077404499054,1091.2
-2.290135145187378,14300,71500,0.0007,-0.0,20,14299,0.0,3534,nan,0.1666666716337204,1080.7727272727273
-2.290135145187378,14400,72000,0.0007,-0.0,20,14399,0.0,3550,nan,0.1666666716337204,1080.7727272727273
-2.290135145187378,14500,72500,0.0007,-0.0,20,14499,0.0,3562,nan,0.1666666716337204,1080.7727272727273
-2.290135145187378,14600,73000,0.0007,-0.0,20,14599,0.0,3581,nan,0.1666666716337204,1080.7727272727273
-2.290135145187378,14700,73500,0.0007,-0.0,20,14699,0.0,3597,nan,0.1666666716337204,1080.7727272727273
-2.290135145187378,14800,74000,0.0007,-0.0,20,14799,0.0,3614,nan,0.1666666716337204,1080.7727272727273
-2.290135145187378,14900,74500,0.0007,-0.0,20,14899,0.0,3632,nan,0.1666666716337204,1080.7727272727273
-2.290135145187378,15000,75000,0.0007,-0.0,20,14999,0.0,3651,nan,0.1666666716337204,1080.7727272727273
-2.290135145187378,15100,75500,0.0007,-0.0,20,15099,0.0,3681,nan,0.16417910158634186,1124.3432835820895
-2.2900335788726807,15200,76000,0.0007,-0.004447402898222208,20,15199,5.122831680637319e-06,3712,0.0,0.1617647111415863,1115.1911764705883
-2.2905325889587402,15300,76500,0.0007,-0.0019660925026983023,20,15299,9.565656000631861e-07,3740,5.960464477539063e-08,0.17391304671764374,1105.1159420289855
-2.2907748222351074,15400,77000,0.0007,-0.0003490136587060988,20,15399,2.8339318447478945e-08,3789,0.0,0.1690140813589096,1083.3521126760563
-2.2908475399017334,15500,77500,0.0007,-2.9729451853199862e-05,20,15499,1.8518601929695677e-10,3819,0.0,0.1666666716337204,1075.3055555555557
-2.2881815433502197,15600,78000,0.0007,-0.00255131209269166,20,15599,1.3863874528396991e-06,3847,-1.1920928955078125e-07,0.1780821979045868,1064.6027397260275
-2.287738561630249,15700,78500,0.0007,-0.0007553108152933419,20,15699,1.397309432604743e-07,3875,0.0,0.1756756752729416,1056.8513513513512
-2.2871813774108887,15800,79000,0.0007,-5.465159847517498e-05,20,15799,7.491292031147623e-10,3924,0.0,0.17105263471603394,1038.3815789473683
-2.287191867828369,15900,79500,0.0007,-1.4502833778351487e-07,20,15899,4.592166677166087e-15,3951,0.0,0.16883116960525513,1029.7402597402597
-2.2871954441070557,16000,80000,0.0007,0.0009600807097740471,20,15999,5.922937589275534e-07,3982,-257521.34375,0.1666666716337204,1022.7307692307693
-2.286771774291992,16100,80500,0.0007,1.231229873610573e-07,20,16099,3.1456120684164287e-15,4016,0.0,0.16455696523189545,1014.7974683544304
-2.286771774291992,16200,81000,0.0007,-3.4147440430842835e-09,20,16199,5.765831440527909e-18,4043,0.0,0.16249999403953552,1007.525
-2.2867720127105713,16300,81500,0.0007,2.3963458994913367e-10,19,16299,1.4801502026364254e-20,4075,0.0,0.16049382090568542,1000.320987654321
-2.2867977619171143,16400,82000,0.0007,-2.832064360802633e-09,19,16399,2.01177025135858e-17,4103,0.0,0.15853658318519592,995.4146341463414
-2.286797523498535,16500,82500,0.0007,-1.0355296620190302e-09,19,16499,2.3682403242182806e-19,4150,0.0,0.1547619104385376,981.8095238095239
-2.286754608154297,16600,83000,0.0007,-0.001206998131237924,19,16599,4.6914115614526963e-07,4178,-4.849283695220947,0.15294118225574493,975.2705882352941
-2.286353826522827,16700,83500,0.0007,-1.0639678471591196e-08,19,16699,7.88949399975623e-18,4207,0.0,0.151162788271904,968.5
-2.286353826522827,16800,84000,0.0007,-2.473713733852634e-10,19,16799,1.4801502026364254e-20,4245,0.0,0.14942528307437897,962.3218390804598
-2.2863540649414062,16900,84500,0.0007,-0.0,19,16899,0.0,4269,nan,0.14942528307437897,962.3218390804598
-2.2863540649414062,17000,85000,0.0007,-0.0,19,16999,0.0,4286,nan,0.14942528307437897,962.3218390804598
-2.2863540649414062,17100,85500,0.0007,-0.0,19,17099,0.0,4301,nan,0.14942528307437897,962.3218390804598
-2.2863540649414062,17200,86000,0.0007,-0.0,19,17199,0.0,4315,nan,0.14942528307437897,962.3218390804598
-2.2863540649414062,17300,86500,0.0007,-0.0,19,17299,0.0,4330,nan,0.14942528307437897,962.3218390804598
-2.2863540649414062,17400,87000,0.0007,-0.0,20,17399,0.0,4343,nan,0.14942528307437897,962.3218390804598
-2.2863540649414062,17500,87500,0.0007,-0.0,20,17499,0.0,4355,nan,0.14942528307437897,962.3218390804598
-2.280869483947754,17600,88000,0.0007,-0.004128070082515478,20,17599,3.7251920730341226e-06,4384,0.0,0.14772726595401764,996.8409090909091
-2.2786293029785156,17700,88500,0.0007,-0.0010922006331384182,20,17699,3.0887684943081695e-07,4417,-1.1920928955078125e-07,0.15730337798595428,990.7303370786517
-2.2783052921295166,17800,89000,0.0007,-0.00022481862106360495,20,17799,1.3047506186580904e-08,4432,0.0,0.15730337798595428,990.7303370786517
-2.2781662940979004,17900,89500,0.0007,-1.701128712738864e-05,20,17899,5.987527140760562e-11,4450,5.960464477539063e-08,0.15730337798595428,990.7303370786517
-2.278153419494629,18000,90000,0.0007,-1.8855182304378104e-07,20,17999,9.615591709097229e-15,4470,0.0,0.15730337798595428,990.7303370786517
-2.278153419494629,18100,90500,0.0007,-6.5120402403806565e-09,20,18099,5.4323564717092995e-18,4484,0.0,0.15730337798595428,990.7303370786517
-2.278153896331787,18200,91000,0.0007,-3.4885432320663767e-09,20,18199,6.459037745168785e-18,4500,0.0,0.15730337798595428,990.7303370786517
-2.27815318107605,18300,91500,0.0007,2.6841123768051034e-10,20,18299,1.4801502026364254e-20,4515,0.0,0.15730337798595428,990.7303370786517
-2.27815318107605,18400,92000,0.0007,2.6576993383820025e-10,20,18399,1.4801502026364254e-20,4531,0.0,0.15730337798595428,990.7303370786517
-2.277470111846924,18500,92500,0.0007,-4.655455576596523e-09,20,18499,2.2727354775794647e-17,4560,0.0,0.15555556118488312,1024.1666666666667
-2.2774698734283447,18600,93000,0.0007,2.5016769211738676e-10,20,18599,1.4801502026364254e-20,4592,0.0,0.1538461595773697,1018.032967032967
-2.2774698734283447,18700,93500,0.0007,2.2715314351717808e-10,20,18699,1.4801502026364254e-20,4607,0.0,0.1538461595773697,1018.032967032967
-2.277470111846924,18800,94000,0.0007,2.375715735247752e-10,20,18799,1.4801502026364254e-20,4622,0.0,0.1538461595773697,1018.032967032967
-2.277470111846924,18900,94500,0.0007,-0.0,20,18899,0.0,4638,nan,0.1538461595773697,1018.032967032967
-2.277470111846924,19000,95000,0.0007,-0.0,20,18999,0.0,4650,nan,0.1538461595773697,1018.032967032967
-2.277470111846924,19100,95500,0.0007,-0.0,20,19099,0.0,4663,nan,0.1538461595773697,1018.032967032967
-2.277470111846924,19200,96000,0.0007,-0.0,20,19199,0.0,4682,nan,0.1538461595773697,1018.032967032967
-2.277470111846924,19300,96500,0.0007,-0.0,20,19299,0.0,4697,nan,0.1538461595773697,1018.032967032967
-2.277470111846924,19400,97000,0.0007,-0.0,20,19399,0.0,4726,nan,0.15217390656471252,1050.445652173913
-2.279273748397827,19500,97500,0.0007,3.388170739526686e-07,20,19499,2.440247710931015e-14,4778,0.0,0.1489361673593521,1036.776595744681
-2.2817230224609375,19600,98000,0.0007,-4.44852155112585e-09,20,19599,2.6545051383077986e-17,4812,0.0,0.1473684161901474,1030.2631578947369
-2.281183958053589,19700,98500,0.0007,7.117748168639082e-09,20,19699,8.775653748037147e-17,4834,-1.1920928955078125e-07,0.1473684161901474,1030.2631578947369
-2.281184196472168,19800,99000,0.0007,2.7427798920953705e-10,20,19799,1.4801502026364254e-20,4852,0.0,0.1473684161901474,1030.2631578947369
-2.281183958053589,19900,99500,0.0007,-0.0,20,19899,0.0,4870,nan,0.1473684161901474,1030.2631578947369
-2.281183958053589,20000,100000,0.0007,-0.0,20,19999,0.0,4886,nan,0.1473684161901474,1030.2631578947369
-2.281183958053589,20100,100500,0.0007,-0.0,20,20099,0.0,4900,nan,0.1473684161901474,1030.2631578947369
-2.281183958053589,20200,101000,0.0007,-0.0,20,20199,0.0,4914,nan,0.1473684161901474,1030.2631578947369
-2.281183958053589,20300,101500,0.0007,-0.0,20,20299,0.0,4926,nan,0.1473684161901474,1030.2631578947369
-2.281183958053589,20400,102000,0.0007,-0.0,20,20399,0.0,4960,nan,0.1458333283662796,1061.1979166666667
-2.281183958053589,20500,102500,0.0007,-0.0,20,20499,0.0,4974,nan,0.1458333283662796,1061.1979166666667
-2.281183958053589,20600,103000,0.0007,-0.0,20,20599,0.0,4985,nan,0.1458333283662796,1061.1979166666667
