train/policy_loss,train/value_loss,time/fps,time/iterations,time/total_timesteps,train/explained_variance,train/n_updates,train/entropy_loss,time/time_elapsed,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean
0.019029250368475914,0.00016425433568656445,7,4500,22500,-298.55084228515625,4499,-1.9699113368988037,3143,0.0007,6.692307472229004,1698.0
0.0164708960801363,9.379777475260198e-05,7,4600,23000,-46.354373931884766,4599,-1.9055836200714111,3178,0.0007,6.692307472229004,1698.0
-0.0011342689394950867,5.367945732359658e-07,7,4700,23500,-88.25154876708984,4699,-1.8302700519561768,3208,0.0007,6.692307472229004,1698.0
0.0004758211434818804,3.077465180467698e-07,7,4800,24000,-23.41084098815918,4799,-1.7645604610443115,3231,0.0007,6.692307472229004,1698.0
-0.020467067137360573,0.00010565153934294358,7,4900,24500,-8.421967506408691,4899,-1.7521355152130127,3298,0.0007,6.285714149475098,1719.5714285714287
-0.0016033744905143976,8.21223875391297e-06,7,5000,25000,-33.04185104370117,4999,-1.7035245895385742,3325,0.0007,6.285714149475098,1719.5714285714287
-0.004429930821061134,9.38439552555792e-06,7,5100,25500,-301.4811706542969,5099,-1.7339626550674438,3359,0.0007,6.285714149475098,1719.5714285714287
-0.004156877286732197,7.904540325398557e-06,7,5200,26000,-35760.5859375,5199,-1.729546308517456,3388,0.0007,6.285714149475098,1719.5714285714287
-0.0027446497697383165,4.088140485691838e-06,7,5300,26500,-78.28363800048828,5299,-1.7504431009292603,3443,0.0007,6.0,1738.2666666666667
0.16545358300209045,0.4028972089290619,7,5400,27000,-0.013326764106750488,5399,-1.2203636169433594,3510,0.0007,6.0,1738.2666666666667
0.00010505706450203434,5.196778829485993e-07,7,5500,27500,-1.5819034576416016,5499,-0.8521801233291626,3550,0.0007,6.0,1738.2666666666667
-0.00031589026912115514,4.865527216679766e-07,7,5600,28000,-6.746274948120117,5599,-0.8336843252182007,3561,0.0007,6.0,1738.2666666666667
-0.0005124119343236089,4.369722228148021e-05,7,5700,28500,-0.5207387208938599,5699,-0.47732439637184143,3620,0.0007,6.0,1754.625
-0.0013365816557779908,9.770199085323839e-07,7,5800,29000,-0.5867288112640381,5799,-0.7816731333732605,3687,0.0007,6.0,1754.625
-0.000324910826748237,3.09397432829428e-06,7,5900,29500,-19.57474708557129,5899,-0.7593088150024414,3717,0.0007,6.0,1754.625
4.608959898178e-06,1.9974859810645285e-07,7,6000,30000,-30.006784439086914,5999,-0.5649785995483398,3756,0.0007,6.0,1754.625
-0.01548922248184681,0.001015435322187841,7,6100,30500,-54.46579360961914,6099,-1.5753297805786133,3902,0.0007,5.882352828979492,1769.0588235294117
-0.0019249044125899673,1.0569659707471146e-06,7,6200,31000,-4.583475112915039,6199,-2.0572917461395264,3961,0.0007,5.882352828979492,1769.0588235294117
0.013149951584637165,4.9997714086202905e-05,7,6300,31500,-31.36007308959961,6299,-2.064072370529175,3986,0.0007,5.882352828979492,1769.0588235294117
-0.03530346602201462,0.00078172906069085,7,6400,32000,-4.228028297424316,6399,-1.5934555530548096,4060,0.0007,5.882352828979492,1769.0588235294117
0.0038653623778373003,3.75504678231664e-05,7,6500,32500,-31.641376495361328,6499,-0.9197586178779602,4122,0.0007,6.388888835906982,1781.888888888889
-7.514721005463798e-07,1.6155566981979064e-06,7,6600,33000,-901.5366821289062,6599,-0.022921375930309296,4136,0.0007,6.388888835906982,1781.888888888889
3.843513809442811e-07,1.2903039703360264e-07,8,6700,33500,-0.1633899211883545,6699,-0.0353262834250927,4148,0.0007,6.388888835906982,1781.888888888889
0.00018530811939854175,3.159936022711918e-05,8,6800,34000,-41.790733337402344,6799,-0.8513118624687195,4159,0.0007,6.388888835906982,1781.888888888889
0.01081026904284954,3.5873239539796486e-05,8,6900,34500,-242.6569366455078,6899,-1.930987000465393,4237,0.0007,6.210526466369629,1793.3684210526317
-0.0008649572846479714,0.00046006147749722004,8,7000,35000,-41.752315521240234,6999,-0.23062174022197723,4274,0.0007,6.210526466369629,1793.3684210526317
0.0038681146688759327,1.143348345067352e-05,8,7100,35500,-3305.931884765625,7099,-1.1375267505645752,4295,0.0007,6.210526466369629,1793.3684210526317
-0.0011053432244807482,6.810152262914926e-05,8,7200,36000,-3.548337459564209,7199,-1.167508602142334,4397,0.0007,6.050000190734863,1786.65
-5.4769112466601655e-05,9.914963357005036e-07,8,7300,36500,-2.1906447410583496,7299,-1.1969740390777588,4431,0.0007,6.050000190734863,1786.65
-0.0022005001083016396,8.624299880466424e-06,8,7400,37000,-492.32940673828125,7399,-1.180342674255371,4500,0.0007,6.050000190734863,1786.65
-1.4648285286966711e-05,5.390053274823003e-07,8,7500,37500,-19.105518341064453,7499,-0.21259000897407532,4550,0.0007,6.050000190734863,1786.65
-0.001849429332651198,0.0008358564227819443,8,7600,38000,-3.908742904663086,7599,-0.45139750838279724,4640,0.0007,6.047618865966797,1795.047619047619
-0.022780802100896835,0.0007199767278507352,8,7700,38500,-2.8732786178588867,7699,-0.8203369975090027,4719,0.0007,6.047618865966797,1795.047619047619
0.02832658216357231,0.0002437183866277337,8,7800,39000,-2.8302371501922607,7799,-1.2345378398895264,4742,0.0007,6.047618865966797,1795.047619047619
0.9574742317199707,0.7816917300224304,8,7900,39500,-0.033469438552856445,7899,-1.4350144863128662,4809,0.0007,6.047618865966797,1795.047619047619
-0.0006158590549603105,8.182952296920121e-05,8,8000,40000,-0.021454572677612305,7999,-0.35145989060401917,4950,0.0007,6.909090995788574,1804.3636363636363
0.003508299123495817,6.339325773296878e-05,8,8100,40500,-9.268257141113281,8099,-0.5976852178573608,5008,0.0007,6.909090995788574,1804.3636363636363
4.142374382354319e-05,2.279496220580768e-05,8,8200,41000,-22.46077537536621,8199,-0.09765349328517914,5049,0.0007,6.909090995788574,1804.3636363636363
-2.1915593606536277e-06,9.100797910832625e-07,8,8300,41500,-49.791568756103516,8299,-0.02039753831923008,5121,0.0007,6.909090995788574,1804.3636363636363
1.042197141032375e-06,2.4019943793973653e-06,7,8400,42000,-129.35409545898438,8399,-0.006395208183676004,5274,0.0007,7.043478488922119,1812.8695652173913
-8.484373393002898e-05,0.00038729433435946703,7,8500,42500,-5.266256809234619,8499,-0.12562887370586395,5428,0.0007,7.043478488922119,1812.8695652173913
-0.02252226136624813,0.0002866204013116658,7,8600,43000,-2.009746551513672,8599,-0.8351780772209167,5488,0.0007,7.043478488922119,1812.8695652173913
0.06252679973840714,0.000948085798881948,7,8700,43500,-85.97935485839844,8699,-1.9794480800628662,5528,0.0007,7.043478488922119,1812.8695652173913
-0.011792756617069244,5.614775727735832e-05,7,8800,44000,-6.262232303619385,8799,-1.9655193090438843,5605,0.0007,7.25,1820.6666666666667
0.012900345027446747,8.224534394685179e-05,7,8900,44500,-31.87964630126953,8899,-1.9652475118637085,5679,0.0007,7.25,1820.6666666666667
-0.0008682154002599418,3.0344569950102596e-06,7,9000,45000,0.18368446826934814,8999,-1.7069828510284424,5740,0.0007,7.25,1820.6666666666667
-4.628763235814404e-06,5.642554697260493e-06,7,9100,45500,-209.77725219726562,9099,-0.04279254749417305,5847,0.0007,7.119999885559082,1802.0
4.9206970288651064e-05,2.5331071810796857e-05,7,9200,46000,-34.85871124267578,9199,-0.06973801553249359,6006,0.0007,7.119999885559082,1802.0
-0.0004153367190156132,1.6853884972078959e-06,7,9300,46500,-1.0712220668792725,9299,-1.192517876625061,6150,0.0007,7.119999885559082,1802.0
-0.0014958076644688845,9.818350008572452e-07,7,9400,47000,-95.00382232666016,9399,-0.11045269668102264,6264,0.0007,7.119999885559082,1802.0
1.0376900263509015e-06,4.804139280167874e-06,7,9500,47500,-0.10609602928161621,9499,-0.004916694480925798,6445,0.0007,6.961538314819336,1809.6153846153845
9.786620012164349e-07,4.407809228723636e-07,7,9600,48000,-2.3665597438812256,9599,-0.014966480433940887,6597,0.0007,6.961538314819336,1809.6153846153845
-0.00050622399430722,9.736248466651887e-05,7,9700,48500,-0.16116595268249512,9699,-0.3103337287902832,6714,0.0007,6.961538314819336,1809.6153846153845
0.00031410434166900814,5.151058758201543e-06,7,9800,49000,0.15882718563079834,9799,-0.6541112661361694,6789,0.0007,6.961538314819336,1809.6153846153845
0.05631059408187866,0.0009277028148062527,7,9900,49500,-33.10470199584961,9899,-1.4897984266281128,6917,0.0007,7.0,1816.6666666666667
-0.0005487204762175679,1.0787000974232797e-05,7,10000,50000,0.034018516540527344,9999,-1.1453168392181396,7055,0.0007,7.0,1816.6666666666667
